task_lang,transfer_lang,accuracy,f1_score,transfer_language,genetic,geographic,syntactic,phonological,inventory,featural,hyper_genetic,scriptural,islands
tang1347,hind1269,0.3153153153153153,0.2428743967731656,hin,1.0,0.5,0.58,0.5922,0.5363,0.6,3.3739045,0.4287,0.14181137196545224
tatu1247,hind1269,0.2432432432432432,0.1812772700930595,hin,1.0,0.8,0.58,0.5922,0.623,0.7,3.3509076,0.4287,0.15328112152149387
xava1240,hind1269,0.2432432432432432,0.1952146602742406,hin,1.0,0.7,0.76,0.5922,0.5525,0.6,3.3309808,0.4287,0.14108289477160751
cash1254,hind1269,0.3333333333333333,0.2536935286935287,hin,1.0,0.8,0.79,1.0,0.5722,0.7,3.2227309,0.4287,0.13101406229426993
gizr1240,hind1269,0.268041237113402,0.2131417630386702,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2536733,0.4287,0.1231061624409312
safe1240,hind1269,0.2522522522522522,0.1803282244376213,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2683122,0.4287,0.18723068914191665
shon1251,hind1269,0.1981981981981982,0.1935286634216238,hin,1.0,0.3,0.88,0.5922,0.5126,0.7,3.198488,0.4287,0.13882423703219748
sout2869,hind1269,0.2882882882882883,0.2062559601169639,hin,1.0,0.6,0.58,0.5922,0.5363,0.6,3.2841494,0.4287,0.15881863051212386
mang1404,hind1269,0.2162162162162162,0.1746401864048922,hin,1.0,0.4,0.89,0.5922,0.5363,0.9,3.2975483,0.4287,0.16225942074750643
sout2990,hind1269,0.1981981981981982,0.1521709576504097,hin,1.0,0.8,0.79,0.5922,0.5363,0.9,3.3675861,0.4287,0.18723068914191665
noga1249,hind1269,0.4727272727272727,0.4027947439339844,hin,1.0,0.2,0.67,1.0,0.5363,0.8,3.2351358,0.5187,0.12847102632009133
buga1250,hind1269,0.1376146788990825,0.10985874472113,hin,1.0,0.4,0.58,1.0,0.5363,1.0,3.3722541,0.4287,0.1759071085374434
ulit1238,hind1269,0.2432432432432432,0.1947589389449854,hin,1.0,0.3,0.8,0.5922,0.5363,0.9,3.3731682,0.4287,0.13946382672397595
gunw1252,hind1269,0.3211009174311927,0.2571222733400892,hin,1.0,0.4,0.62,0.5922,0.5509,0.6,3.1820188,0.4287,0.11704760842563622
zigu1244,hind1269,0.2072072072072072,0.1911770657608615,hin,1.0,0.3,0.58,0.5922,0.5363,0.6,3.3356774,0.4287,0.17207656574526664
limb1266,hind1269,0.1261261261261261,0.0712808579398573,hin,1.0,0.1,0.65,1.0,0.5363,0.8,3.236206,0.3891,0.13851482928245373
tezo1238,hind1269,0.2342342342342342,0.1926341694784317,hin,1.0,0.8,0.58,0.5922,0.5363,0.6,3.2610812,0.4287,0.1402694060226759
deny1238,hind1269,0.2522522522522522,0.1484806840739044,hin,1.0,0.4,0.58,0.5922,0.5418,0.7,3.2501783,0.4287,0.13607835241185284
para1306,hind1269,0.3243243243243243,0.2938284325381099,hin,1.0,0.2,0.58,0.5922,0.5363,0.6,3.3408823,0.4287,0.19153739463848352
numa1254,hind1269,0.2432432432432432,0.1793006120874973,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2583354,0.4287,0.18723068914191665
nort2973,hind1269,0.2072072072072072,0.1430537741217352,hin,1.0,0.8,0.79,0.5922,0.5363,0.9,3.3168845,0.4287,0.18723068914191665
suba1238,hind1269,0.2882882882882883,0.2546133967186598,hin,1.0,0.3,0.58,0.5922,0.5363,0.6,3.383976,0.4287,0.1601611071742841
buuu1244,hind1269,0.2072072072072072,0.1890200742893799,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.2384734,0.4287,0.19153739463848352
makh1261,hind1269,0.2972972972972973,0.2501933399766217,hin,1.0,0.3,0.94,0.5922,0.5363,1.0,3.262636,0.4287,0.184925518048645
tifa1245,hind1269,0.3,0.208789023662756,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.3234653,0.4287,0.18723068914191665
nort2920,hind1269,0.2181818181818181,0.1387429677141935,hin,1.0,0.4,0.66,0.5922,0.5363,0.8,3.223655,0.4287,0.1468834019759061
colo1256,hind1269,0.2454545454545454,0.1578078078078078,hin,1.0,0.8,0.7,0.5922,0.5342,0.6,3.3120317,0.4287,0.13657347723374658
enga1252,hind1269,0.1891891891891892,0.1437187187187187,hin,1.0,0.4,0.76,1.0,0.5363,0.9,3.1545918,0.4287,0.14263905271971666
bari1286,hind1269,0.1441441441441441,0.136857348792408,hin,1.0,0.4,0.91,0.5922,0.6207,0.7,3.3720505,0.4287,0.15159792108061287
tojo1241,hind1269,0.2882882882882883,0.2111909480330532,hin,1.0,0.8,0.85,0.5922,0.5363,0.9,3.3245373,0.4287,0.14214954759130727
gela1263,hind1269,0.3243243243243243,0.2703252938547056,hin,1.0,0.5,0.88,0.5922,0.5363,0.9,3.3691642,0.4287,0.15043874688401382
chav1241,hind1269,0.3873873873873873,0.3367353377634896,hin,0.930400013923645,0.2,0.77,0.5922,0.5363,0.9,3.1935866,0.4287,0.21296888359627653
qaqe1238,hind1269,0.2477064220183486,0.1800181713424633,hin,1.0,0.4,0.85,0.4359,0.6494,0.7,3.2568727,0.4287,0.14277120049607483
usar1243,hind1269,0.2293577981651376,0.157073471590471,hin,1.0,0.4,0.64,0.5922,0.6207,0.6,3.3596747,0.4287,0.15344496902559202
yami1256,hind1269,0.1545454545454545,0.0938874458874459,hin,1.0,0.8,0.76,0.5922,0.6451,0.7,3.25188,0.4287,0.12098968956976941
tiru1241,hind1269,0.2432432432432432,0.1747164621306497,hin,1.0,0.3,0.58,0.2952,0.5709,0.6,3.322049,0.4287,0.1314166140708819
sout2943,hind1269,0.1818181818181818,0.1438228438228438,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2257605,0.4287,0.18723068914191665
sier1250,hind1269,0.2972972972972973,0.2688215899402013,hin,1.0,0.8,0.95,1.0,0.5363,1.0,3.3637729,0.4287,0.15004418257569874
ukra1253,hind1269,0.4504504504504504,0.414285014828493,hin,0.8919000029563904,0.3,0.52,0.5922,0.5252,0.6,3.1378176,0.5187,0.0914299781226493
inab1237,hind1269,0.3423423423423423,0.3271807326452134,hin,1.0,0.3,0.58,0.5922,0.5363,0.6,3.3085494,0.4287,0.19153739463848352
tenh1241,hind1269,0.2454545454545454,0.18271546635183,hin,1.0,0.8,0.89,0.5922,0.5824,0.7,3.288816,0.4287,0.14682911856822078
patp1243,hind1269,0.2072072072072072,0.1796578602780153,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.2612116,0.4287,0.1477139363565747
tabo1241,hind1269,0.1727272727272727,0.1097414267375756,hin,0.9724,0.4,0.58,0.5922,0.5363,0.6,3.2438674,0.4287,0.14962448324718836
taki1248,hind1269,0.2702702702702703,0.2239332942268574,hin,1.0,0.4,0.65,0.5922,0.5363,0.8,3.284539,0.4287,0.1398867462922211
coat1238,hind1269,0.2162162162162162,0.2060244018132139,hin,1.0,0.8,0.71,0.5922,0.5363,0.8,3.2753239,0.4287,0.1575243095134301
kaga1256,hind1269,0.3063063063063063,0.2725896108874832,hin,1.0,0.2,0.9,0.8564,0.5363,0.9,3.368285,0.4287,0.14700338218189002
kein1239,hind1269,0.2072072072072072,0.1459535745250031,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.3567908,0.4287,0.18723068914191665
kuot1243,hind1269,0.2454545454545454,0.1781354359925788,hin,0.9724,0.4,0.71,1.0,0.6014,0.7,3.2476835,0.4287,0.14621694233768612
salt1242,hind1269,0.2272727272727272,0.2029228233350181,hin,1.0,0.4,0.74,0.5922,0.5363,0.9,3.2570405,0.4287,0.15062006812329054
tekt1235,hind1269,0.2792792792792792,0.2513110911006654,hin,1.0,0.8,0.91,0.5922,0.5363,0.9,3.3254206,0.4287,0.1539081534660427
awap1236,hind1269,0.2702702702702703,0.1958303657332783,hin,1.0,0.4,0.54,0.5922,0.5363,0.8,3.2318254,0.4287,0.13423312786399433
cham1315,hind1269,0.2162162162162162,0.1643911290970114,hin,1.0,0.8,0.58,0.5922,0.507,0.6,3.2566323,0.4287,0.13686777113507398
ayau1235,hind1269,0.2522522522522522,0.2073463194152849,hin,1.0,0.8,0.58,0.5922,0.5363,0.6,3.357393,0.4287,0.19153739463848352
cent1972,hind1269,0.2162162162162162,0.1453674724415591,hin,0.815500020980835,0.2,0.83,0.5922,0.5363,0.9,3.0205083,0.4445,0.12051879773302265
muin1242,hind1269,0.2522522522522522,0.1882173082173082,hin,1.0,0.8,0.77,0.4909,0.5866,0.6,3.2818027,0.4287,0.15834276352989762
waim1251,hind1269,0.1801801801801801,0.1637104275993164,hin,1.0,0.4,0.79,0.631,0.6405,0.7,3.275567,0.4287,0.13223158487328945
cala1258,hind1269,0.4220183486238532,0.3546224417784051,hin,1.0,0.2,0.95,0.5922,0.5363,1.0,3.2956836,0.4093,0.19419446661479312
kuni1267,hind1269,0.1944444444444444,0.127713566548518,hin,1.0,0.4,0.76,0.3862,0.5629,0.6,3.2230961,0.4287,0.12850384047913355
sout2991,hind1269,0.1981981981981982,0.1397960328192886,hin,1.0,0.8,0.76,0.5064,0.5129,0.6,3.2145576,,0.10929433341772632
nopa1235,hind1269,0.1621621621621621,0.0895273627831767,hin,1.0,0.8,0.95,1.0,0.5363,1.0,3.3676708,0.4287,0.1609493677552276
usan1239,hind1269,0.1651376146788991,0.1249495547364739,hin,1.0,0.4,0.66,0.4359,0.6004,0.6,3.3689368,0.4287,0.14782897534780304
atat1238,hind1269,0.3243243243243243,0.2610849400323084,hin,1.0,0.8,0.96,1.0,0.5363,1.0,3.3624637,0.4287,0.20152285115212487
ocot1244,hind1269,0.3693693693693693,0.2860539190523326,hin,1.0,0.8,0.95,1.0,0.5363,1.0,3.3674517,0.4287,0.1443209046007109
sout2958,hind1269,0.2252252252252252,0.1789030409720065,hin,1.0,0.6,0.58,0.5922,0.5363,0.6,3.2117777,0.4287,0.19153739463848352
bugl1243,hind1269,0.2293577981651376,0.1772254026423883,hin,1.0,0.8,0.58,0.5922,0.5363,0.6,3.2608128,0.4287,0.12671433169374935
tibe1272,hind1269,0.1711711711711711,0.05003465003465,hin,1.0,0.1,0.75,0.4097,0.5288,0.6,3.165726,0.293,0.1311575298508233
obom1235,hind1269,0.2342342342342342,0.1692292409505524,hin,1.0,0.3,0.9,1.0,0.5363,1.0,3.2210355,0.4287,0.16254230555260973
icel1247,hind1269,0.4144144144144144,0.3703026327584457,hin,0.9014000296592712,0.4,0.57,0.5922,0.5596,0.6,3.2642112,0.3918,0.1266220681078235
siro1249,hind1269,0.3153153153153153,0.2292950845582424,hin,1.0,0.4,0.65,0.5922,0.5363,0.8,3.3693233,0.4287,0.14594242204457464
pali1279,hind1269,0.2792792792792792,0.2115521754782068,hin,1.0,0.7,0.72,0.5922,0.5638,0.6,3.3049788,0.4287,0.10614051032710181
yaka1277,hind1269,0.2702702702702703,0.1625039673820162,hin,1.0,0.3,0.92,0.8564,0.5363,0.9,3.308242,0.4445,0.158000330570212
wayu1243,hind1269,0.1711711711711711,0.1397496708972118,hin,1.0,0.7,0.72,0.5641,0.5237,0.6,3.3412414,0.4287,0.12875030211198346
guja1252,hind1269,0.5495495495495496,0.4889552740596384,hin,0.4934999942779541,0.0,0.54,0.5922,0.3583,0.5,2.950642,0.402,0.06255371781213626
bang1348,hind1269,0.2476190476190476,0.1486082171796457,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.2765145,0.4287,0.19153739463848352
mopa1243,hind1269,0.2162162162162162,0.1914487915696232,hin,1.0,0.8,1.0,0.5922,0.5363,1.0,3.3045485,0.4287,0.1504790772195178
tata1258,hind1269,0.2181818181818181,0.1865762154383801,hin,1.0,0.8,0.95,1.0,0.5363,1.0,3.353643,0.4287,0.15555670557688683
igna1246,hind1269,0.1531531531531531,0.1040555678894859,hin,1.0,0.8,0.82,0.369,0.5081,0.6,3.3528855,0.4287,0.13127016222043497
urub1250,hind1269,0.2363636363636363,0.1416993563621129,hin,1.0,0.7,0.65,0.5533,0.5545,0.6,3.3381674,0.4287,0.14613932027513887
binu1244,hind1269,0.3454545454545454,0.3167692995279202,hin,1.0,0.3,0.91,1.0,0.5363,1.0,3.3706236,0.4287,0.15162882255331045
chip1262,hind1269,0.1981981981981982,0.1652953303230435,hin,1.0,0.8,0.63,0.5922,0.498,0.6,3.2807484,0.4287,0.10909590725154494
ninz1246,hind1269,0.2972972972972973,0.2426931680663024,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.377599,0.4287,0.19153739463848352
saaa1240,hind1269,0.2818181818181818,0.2188315044128997,hin,1.0,0.5,0.9,0.5922,0.5363,0.9,3.2517223,0.4287,0.15174441246134973
sude1239,hind1269,0.2522522522522522,0.1900648642221675,hin,1.0,0.5,0.84,0.5922,0.5363,0.9,3.2446284,0.4287,0.1428939319735818
guay1257,hind1269,0.2454545454545454,0.2171602541728239,hin,1.0,0.8,0.79,0.5922,0.597,0.7,3.2496674,0.4287,0.14630448652300787
coma1246,hind1269,0.1801801801801801,0.0728137338306829,hin,1.0,0.8,0.85,1.0,0.5363,0.9,3.3553057,0.4287,0.1556085509731211
gorr1238,hind1269,0.1531531531531531,0.1088494259225966,hin,1.0,0.3,0.58,0.5922,0.5363,0.6,3.3008447,0.4287,0.19153739463848352
lote1237,hind1269,0.2432432432432432,0.2163506897820375,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.3724854,0.4287,0.1708609231016558
yare1248,hind1269,0.2264150943396226,0.2019143892969609,hin,1.0,0.4,0.63,0.5,0.6196,0.6,3.3182778,0.4287,0.14338591255925182
cent2144,hind1269,0.2702702702702703,0.2132840138724414,hin,1.0,0.8,0.95,0.6466,0.4841,0.6,3.264864,0.4287,0.1364578927051492
mufi1238,hind1269,0.1018518518518518,0.0794430494524656,hin,1.0,0.4,0.86,0.5922,0.5824,0.7,3.2406554,0.4287,0.15495005178744437
anga1292,hind1269,0.2454545454545454,0.1708142771433911,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2826219,0.4287,0.18723068914191665
kaqc1270,hind1269,0.2882882882882883,0.1932619411864695,hin,1.0,0.8,0.89,0.5922,0.5363,0.9,3.363836,0.4287,0.14091923711322474
sran1240,hind1269,0.2432432432432432,0.2210159982240922,hin,0.930400013923645,0.7,0.58,0.5922,0.5363,0.6,3.2908537,0.4287,0.36320441927469116
mich1245,hind1269,0.2252252252252252,0.1391102234284358,hin,1.0,0.8,0.72,0.5922,0.5453,0.6,3.3783283,0.4287,0.1204221355836913
daai1236,hind1269,0.2882882882882883,0.2187027452984899,hin,1.0,0.1,0.76,0.5922,0.5363,0.9,3.2697,0.4287,0.12754368764783808
oksa1245,hind1269,0.2432432432432432,0.1635835186776761,hin,1.0,0.4,0.62,1.0,0.5363,0.8,3.3133678,0.4287,0.13701397330659915
toho1245,hind1269,0.2110091743119266,0.1703014923784004,hin,1.0,0.7,0.61,0.369,0.5342,0.6,3.2986188,0.4287,0.1328375817632642
nucl1630,hind1269,0.2075471698113207,0.1754705895394984,hin,1.0,0.4,0.59,0.5922,0.5363,0.8,3.281117,0.4287,0.13004532273000602
coat1244,hind1269,0.3243243243243243,0.2762260237670074,hin,1.0,0.8,0.58,0.5922,0.5363,0.6,3.3324368,0.4287,0.19153739463848352
kuni1265,hind1269,0.2252252252252252,0.1419350384867626,hin,1.0,0.4,0.82,1.0,0.5363,0.9,3.215143,0.4287,0.1548493518159152
urat1244,hind1269,0.2252252252252252,0.1258359174445871,hin,1.0,0.4,0.81,0.5922,0.5363,0.9,3.2275898,0.4287,0.161363100026772
leal1235,hind1269,0.2252252252252252,0.186201529128901,hin,1.0,0.8,0.8,0.4477,0.5418,0.6,3.363819,0.4287,0.1414337944470042
amoo1242,hind1269,0.2252252252252252,0.1870661244966847,hin,1.0,0.4,0.89,0.3433,0.4535,0.6,3.3608663,0.4287,0.12663762704943804
moun1252,hind1269,0.209090909090909,0.124280965457436,hin,1.0,0.4,0.71,0.5922,0.5363,0.8,3.3341942,0.4287,0.1501812840484834
uigh1240,hind1269,0.3181818181818182,0.2769937754505483,hin,1.0,0.1,0.61,1.0,0.5363,0.8,3.2165363,0.4445,0.1341344710629302
high1242,hind1269,0.2072072072072072,0.1698963785920307,hin,1.0,0.8,0.94,0.5922,0.5363,1.0,3.2489927,0.4287,0.1955412596708549
nucl1310,hind1269,0.4504504504504504,0.3854073854073854,hin,1.0,0.1,0.68,0.4208,0.4421,0.5,3.2279143,0.5126,0.1052900792180207
boun1245,hind1269,0.2342342342342342,0.1819046988164635,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2841883,0.4287,0.14958591195093285
east2379,hind1269,0.1909090909090909,0.1445856617145972,hin,1.0,0.4,0.74,0.5,0.56,0.6,3.2634058,0.4287,0.127805804718375
iwal1237,hind1269,0.2522522522522522,0.1347279482872703,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.3671267,0.4287,0.15539964463570233
mana1295,hind1269,0.2792792792792792,0.1984883798704472,hin,1.0,0.4,0.66,0.5922,0.611,0.7,3.344016,0.4287,0.1514712336186994
ngan1299,hind1269,0.3063063063063063,0.2415563519526997,hin,1.0,0.4,0.58,0.5922,0.4818,0.6,3.2835376,0.4287,0.13484534405114756
dani1285,hind1269,0.3783783783783784,0.3080665403646769,hin,0.9014000296592712,0.3,0.67,0.5922,0.5363,0.8,3.08317,0.3918,0.09684191372146533
mari1428,hind1269,0.2792792792792792,0.1863219808956243,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2818897,0.4287,0.14587503981952632
laca1243,hind1269,0.1171171171171171,0.0779678612190927,hin,1.0,0.8,0.68,0.5922,0.5363,0.8,3.277066,0.4287,0.1317399508811513
cebu1242,hind1269,0.3513513513513513,0.3297940797940797,hin,1.0,0.3,0.93,0.5922,0.5638,0.7,3.208843,0.4287,0.14330299837647553
peno1244,hind1269,0.1261261261261261,0.0921807411169113,hin,1.0,0.8,0.81,1.0,0.5363,0.9,3.2793841,0.4287,0.14556720424535086
agut1237,hind1269,0.3513513513513513,0.3100666223953894,hin,1.0,0.2,0.78,0.5922,0.5363,0.9,3.3677633,0.4287,0.13453471675497686
east2881,hind1269,0.2612612612612612,0.2257878641353218,hin,0.9724,1.0,0.58,0.5922,0.5363,0.6,3.2707741,0.4287,0.14091678859762846
urip1239,hind1269,0.2702702702702703,0.2467879134545801,hin,1.0,0.5,0.89,0.5922,0.5363,0.9,3.254526,0.4287,0.16554474841148548
tinp1237,hind1269,0.2522522522522522,0.2083654444310182,hin,1.0,0.5,0.89,0.5922,0.5365,0.7,3.2705784,0.4287,0.14158747215698697
east2556,hind1269,0.2072072072072072,0.1639336222669556,hin,1.0,0.7,0.95,1.0,0.5363,1.0,3.3611538,0.4287,0.16119423307005165
west2615,hind1269,0.1531531531531531,0.1310646194367124,hin,1.0,0.7,0.75,0.5922,0.5363,0.9,3.368697,0.4287,0.13240345889161864
bugu1246,hind1269,0.2792792792792792,0.1668265274822652,hin,1.0,0.1,0.58,0.5922,0.5363,0.6,3.1933222,0.4287,0.15100082435135564
woun1238,hind1269,0.2,0.1548852364705539,hin,1.0,0.8,0.71,0.5922,0.5354,0.6,3.283593,0.4287,0.13197908775302813
mina1269,hind1269,0.2432432432432432,0.1934725349359496,hin,1.0,0.4,0.8,0.5922,0.5363,0.9,3.371343,0.4287,0.1793958443183895
czec1258,hind1269,0.5315315315315315,0.4831450645692132,hin,0.9014000296592712,0.3,0.65,0.5922,0.5509,0.6,3.1035552,0.4287,0.10573206678271818
sout2697,hind1269,0.5315315315315315,0.4665264025729142,hin,1.0,0.1,0.58,0.2871,0.6107,0.6,3.1627665,0.4445,0.12164973987879912
ewag1241,hind1269,0.3119266055045872,0.2474875543283999,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.2655485,0.4287,0.18723068914191665
basq1248,hind1269,0.3153153153153153,0.2609510655312539,hin,0.9724,0.4,0.49,0.2952,0.5327,0.5,3.152328,0.4287,0.10167964537495744
kora1294,hind1269,0.2522522522522522,0.1566251448604389,hin,1.0,0.4,0.81,0.5922,0.6451,0.7,3.3000722,0.4287,0.15442953676009874
huay1241,hind1269,0.209090909090909,0.1712236286919831,hin,1.0,0.8,0.79,0.5922,0.5363,0.9,3.257653,0.4287,0.18723068914191665
kire1240,hind1269,0.2181818181818181,0.1727114171088801,hin,1.0,0.4,0.76,0.5922,0.5363,0.9,3.3197694,0.4287,0.1692880712064001
helo1243,hind1269,0.3796296296296296,0.3019016190503833,hin,1.0,0.3,0.58,0.5922,0.5363,0.6,3.2393522,0.4287,0.19153739463848352
waim1255,hind1269,0.2612612612612612,0.2195795133978312,hin,1.0,0.8,0.79,0.6172,0.5731,0.6,3.2812226,0.4287,0.15418756429522573
cari1275,hind1269,0.2612612612612612,0.1825158491825158,hin,0.6935999989509583,0.7,0.58,0.5922,0.5363,0.6,3.0155451,0.4287,0.19153739463848352
pula1262,hind1269,0.2072072072072072,0.1814648549571411,hin,1.0,0.5,0.89,0.5922,0.5342,0.6,3.2413447,0.4667,0.14396732120312628
west2644,hind1269,0.2363636363636363,0.1940371456500488,hin,1.0,0.8,0.8,0.4278,0.5545,0.6,3.2815983,0.4287,0.13759881058471723
samb1321,hind1269,0.1801801801801801,0.1261967850203144,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.3305445,0.4287,0.19153739463848352
sout2832,hind1269,0.2432432432432432,0.1635988641433287,hin,1.0,0.3,0.58,0.5922,0.5363,0.6,3.1898532,0.5303,0.15123845684741488
tsis1238,hind1269,0.1909090909090909,0.1449361973604397,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.3772285,0.4287,0.15543711608509603
surs1246,hind1269,0.1926605504587156,0.1514654368836775,hin,1.0,0.4,0.58,0.5922,0.5445,0.7,3.3577173,0.4287,0.15067365878965044
kate1253,hind1269,0.3302752293577982,0.2708217304768647,hin,1.0,0.4,0.89,1.0,0.5363,1.0,3.2555888,0.4287,0.16427498040480892
caja1238,hind1269,0.2454545454545454,0.1695743921550373,hin,1.0,0.8,0.79,0.5922,0.5616,0.6,3.2656925,0.4287,0.1224581732494795
mayo1264,hind1269,0.2972972972972973,0.233019377846964,hin,1.0,0.7,0.76,0.5922,0.5363,0.9,3.3554246,0.4287,0.1170221553619255
mand1415,hind1269,0.4594594594594595,0.4039808524333791,hin,1.0,0.2,0.54,0.4477,0.5786,0.6,3.1439688,0.5337,0.12320812847095164
taba1266,hind1269,0.3063063063063063,0.2646855929588377,hin,1.0,0.8,0.7,0.5922,0.5091,0.6,3.2677994,0.4287,0.12109294912838531
binu1245,hind1269,0.205607476635514,0.1291764088531388,hin,1.0,0.4,0.76,0.5922,0.6294,0.7,3.3379686,0.4287,0.14402080402376027
imbo1238,hind1269,0.2072072072072072,0.1527027027027027,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.3179889,0.4287,0.19153739463848352
idun1242,hind1269,0.1909090909090909,0.1471291866028708,hin,1.0,0.4,0.68,0.5922,0.5363,0.8,3.2237718,0.4287,0.14190831414203386
hote1245,hind1269,0.2660550458715596,0.1947840305517755,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.3055615,0.4287,0.17961141702784666
sanj1284,hind1269,0.3063063063063063,0.2190979942640647,hin,1.0,0.8,0.95,1.0,0.4809,0.6,3.2417555,0.4287,0.12143478363673299
shua1257,hind1269,0.2545454545454545,0.209883939589822,hin,1.0,0.8,0.58,0.6854,0.597,0.6,3.3191535,0.4287,0.13820629085077385
west2454,hind1269,0.2432432432432432,0.2080960337251111,hin,1.0,0.4,0.9,1.0,0.558,0.7,3.1792457,0.4445,0.15057878117724377
achi1256,hind1269,0.2342342342342342,0.2285972875554245,hin,1.0,0.8,0.89,0.5922,0.5363,0.9,3.3648758,0.4287,0.14534775852451987
cams1241,hind1269,0.2432432432432432,0.2025700015062375,hin,0.9724,0.8,0.77,0.2952,0.5509,0.6,3.2454484,0.4287,0.15134969245770702
east2516,hind1269,0.3063063063063063,0.2378915178314588,hin,1.0,0.4,0.62,0.6172,0.6724,0.7,3.367178,0.4287,0.15239050835619694
swah1253,hind1269,0.3243243243243243,0.2629502518391407,hin,1.0,0.3,0.7,0.4477,0.5559,0.6,3.241019,0.5303,0.13902567642803232
nort2847,hind1269,0.2882882882882883,0.2103149611492214,hin,1.0,0.6,0.89,0.5922,0.5363,0.9,3.26324,0.4287,0.16802261027281196
cube1242,hind1269,0.2342342342342342,0.2082953989358263,hin,1.0,0.8,0.67,0.6545,0.5876,0.6,3.348885,0.4287,0.13055319555809908
yaoo1241,hind1269,0.1621621621621621,0.1353683228683228,hin,1.0,0.3,0.94,0.5922,0.527,0.7,3.2518065,0.4445,0.1419077090773314
hual1241,hind1269,0.1711711711711711,0.1157757022692768,hin,1.0,0.8,0.79,0.5922,0.5815,0.7,3.319459,0.4287,0.12422799315712041
mezq1235,hind1269,0.2072072072072072,0.1796496485572115,hin,1.0,0.7,0.77,0.2677,0.5087,0.6,3.3595347,0.4287,0.14995380299867134
asha1243,hind1269,0.1441441441441441,0.0689618189618189,hin,1.0,0.8,0.66,0.5641,0.5989,0.6,3.3719974,0.4287,0.13410841124316664
chay1249,hind1269,0.3063063063063063,0.2313044752069142,hin,1.0,0.8,0.58,0.5922,0.5363,0.6,3.357284,0.4287,0.19153739463848352
orok1269,hind1269,0.2162162162162162,0.1820902849719836,hin,1.0,0.4,0.68,1.0,0.6207,0.7,3.342177,0.4287,0.15412932514362243
pich1237,hind1269,0.2342342342342342,0.169083369083369,hin,1.0,0.8,0.95,0.5922,0.6159,0.7,3.3720217,0.4287,0.1475355710605264
soma1255,hind1269,0.1981981981981982,0.1363274709220655,hin,1.0,0.2,0.56,0.4477,0.4529,0.5,3.2403471,0.4287,0.09596163161678595
guaj1255,hind1269,0.2545454545454545,0.1796903999343023,hin,0.9724,0.7,0.85,0.5922,0.5354,0.7,3.2608535,0.4287,0.14692768476091866
urdu1245,hind1269,0.2612612612612612,0.2042326485671364,hin,0.0,0.1,0.46,0.5922,0.3583,0.4,2.788979,0.293,0.0678570731111322
maiw1251,hind1269,0.2432432432432432,0.203133832921067,hin,1.0,0.4,0.58,0.5922,0.5363,0.6,3.2387924,0.4287,0.19153739463848352
kama1367,hind1269,0.2612612612612612,0.2211850226763819,hin,1.0,0.4,0.75,0.5922,0.5784,0.7,3.2742996,0.4287,0.1601753023621244
niii1240,hind1269,0.1759259259259259,0.1347240097240097,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.315801,0.4287,0.18723068914191665
ikwe1242,hind1269,0.1441441441441441,0.093622260133888,hin,1.0,0.4,0.58,0.5922,0.5342,0.7,3.1337264,0.4287,0.14560129223744334
konk1269,hind1269,0.3243243243243243,0.2863915494263621,hin,1.0,0.4,0.58,0.5922,0.5056,0.6,3.2674217,0.4287,0.13921138731586502
ital1282,hind1269,0.4954954954954955,0.4335043620231535,hin,0.9196000099182128,0.3,0.61,0.5922,0.5418,0.6,3.1450045,0.4287,0.10494391515424562
bine1240,hind1269,0.2432432432432432,0.1431659908496066,hin,1.0,0.4,0.79,0.5922,0.5363,0.9,3.1837747,0.4287,0.13396224931766787
calu1238,hind1269,0.3153153153153153,0.2752435424566572,hin,1.0,0.2,0.58,0.5922,0.5363,0.6,3.3148696,0.4287,0.19153739463848352
bala1315,hind1269,0.2162162162162162,0.210131046292234,hin,1.0,0.3,0.58,0.5922,0.5363,0.6,3.3527126,0.4287,0.14677645555606333
tere1279,hind1269,0.2162162162162162,0.1713892083572934,hin,1.0,0.8,1.0,0.5922,0.5734,0.7,3.233658,0.4287,0.15359723208070564
bodo1266,hind1269,0.1711711711711711,0.05003465003465,hin,0.6935999989509583,0.0,0.58,0.5922,0.5363,0.6,3.1719275,0.432,0.19153739463848352
