task_lang,transfer_lang,accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,genetic,syntactic,featural,phonological,inventory,geographic,morphological,hyper_genetic,scriptural,islands
por,slv,61.97,13,17,0.167494064,9290,1681,5.526472337894111,0.237767323,0.234453318,0.0001997991112604,0.8333,0.3971,0.4144,0.3125,0.3356,0.0649,0.5647,3.074,0.0,0.06538586240468458
por,slk,56.99,19,11,0.170515864,9543,1681,5.676977989292088,0.261917468,0.234453318,0.0137220677178468,0.8333,,,,,0.079,,3.24,0.0,0.159012030473904
por,ron,69.52,5,25,0.351392186,8795,1681,5.232004759071981,0.167303215,0.234453318,0.0820314899448396,0.3333,0.4032,0.4045,0.303,0.4225,0.094,,2.895,0.0,0.06786444760692334
por,hrv,58.04,17,13,0.19020553,7832,1681,4.659131469363474,0.216688845,0.234453318,0.0057410574120414,0.875,0.4208,0.4191,0.3125,0.3806,0.0707,0.4909,3.285,0.0,0.05800498656057684
por,ara,47.43,23,7,0.084370578,6984,1681,4.154669839381321,0.1033986809999999,0.234453318,0.3124582651502401,1.0,0.5265,0.5147,,,0.1826,0.4809,3.217,0.5335,0.07072291547460952
por,lav,56.0,21,9,0.137204115,6475,1681,3.851873884592505,0.268650981,0.234453318,0.0212755154124792,0.75,0.475,0.458,0.3125,,0.1062,0.44,3.082,0.0,0.071101529937601
por,heb,57.59,18,12,0.13243159,5725,1681,3.405710886377157,0.117344567,0.234453318,0.2494973468306835,1.0,0.4369,0.5039,0.5,0.5958,0.1479,0.5026,3.213,0.5829,0.07461381204256523
por,ukr,61.14,15,15,0.137707749,5090,1681,3.027959547888162,0.31926283,0.234453318,0.1308507938994225,0.8333,0.4149,0.3896,0.2163,0.4048,0.0951,0.3373,3.111,0.3498,0.053355587121780346
por,ind,61.01,16,14,0.16368084,5036,1681,2.9958358120166566,0.197096308,0.234453318,0.0253881731010627,1.0,0.4893,0.4788,0.0,0.4158,0.4299,0.743,3.232,0.3776,0.08102024013744002
por,dan,64.76,10,20,0.166750606,4947,1681,2.9428911362284356,0.203165045,0.234453318,0.0178094463291403,0.8571,0.4445,0.4643,,,0.0711,0.5165,3.111,0.1864,0.04306665227065887
por,swe,61.47,14,16,0.14734873,4807,1681,2.8596073765615704,0.193727962,0.234453318,0.0301728971353833,0.8571,0.4297,0.4707,0.303,0.493,0.1005,0.5758,3.14,0.1864,0.06351091677682186
por,zho,38.79,26,4,0.12638799,4497,1681,2.6751933372992265,0.178585916,0.234453318,0.0567811501298797,1.0,0.5458,0.5969,0.4054,0.5869,0.3376,0.8625,3.084,0.4848,0.1306806165266654
lat,ces,34.87,17,13,0.071251153,114304,1260,90.71746031746032,0.091965586,0.365410546,0.5599866733266483,0.8571,0.4901,0.4604,0.4078,0.4809,0.0375,0.3383,3.098,0.0,0.07226197725881778
lat,rus,35.8,9,21,0.001845149,55398,1260,43.96666666666667,0.123916395,0.365410546,0.436768268125641,0.8,0.4879,0.4707,0.3824,0.4457,0.1802,0.4419,3.072,0.3498,0.07079750589994327
lat,nor,35.52,11,19,0.116315379,34170,1260,27.11904761904762,0.106159434,0.365410546,0.503360464001041,0.8333,0.4803,0.5271,0.303,0.5736,0.0826,,3.15,0.1864,0.1094004293960702
lat,spa,36.14,7,23,0.097438081,31546,1260,25.036507936507935,0.0791871859999999,0.365410546,0.6135472258597676,0.6154,0.4495,0.4797,0.4717,0.4918,0.0472,,2.875,0.0,0.06751541890348611
lat,kor,10.18,29,1,0.000567738,30426,1260,24.14761904761905,0.294432976,0.365410546,0.0377294173846647,1.0,0.605,0.5675,0.4327,0.5026,0.3358,0.5702,3.111,0.2566,0.08709542243256396
lat,est,32.05,22,8,0.07969626,23460,1260,18.61904761904762,0.221928097,0.365410546,0.1541826149229524,1.0,0.6023,0.5713,,,0.0869,0.4838,3.232,,0.06675447723856864
lat,pol,37.2,4,26,0.016251508,22646,1260,17.97301587301587,0.223329008,0.365410546,0.1511865458071628,0.8333,0.4363,0.4606,0.2048,0.4697,0.0493,0.5446,3.182,0.0,0.06795491696417455
lat,nld,33.02,21,9,0.0630189479999999,19452,1260,15.438095238095238,0.133302703,0.365410546,0.4034757865024531,0.9,0.5214,0.5165,0.3498,0.5171,0.0517,0.522,3.115,0.0,0.08544572099469616
lat,por,36.86,5,25,0.088638138,19763,1260,15.684920634920635,0.095460698,0.365410546,0.5457629129513049,0.6667,0.522,0.4929,0.2163,0.4682,0.0564,0.49,2.953,0.0,0.07506181843548576
lat,fra,35.25,14,16,0.167340856,16032,1260,12.723809523809525,0.118520741,0.365410546,0.4565035496683721,0.6875,0.5899,0.5417,0.4078,0.4903,0.0438,0.4778,2.982,0.0,0.0816105653900362
lat,deu,35.55,10,20,0.0549286779999999,14613,1260,11.597619047619048,0.187631727,0.365410546,0.2366997935652907,0.8571,0.4561,0.4915,0.4407,0.5024,0.0309,,3.217,0.0,0.08267654363133004
lat,hin,23.4,27,3,0.0,14963,1260,11.875396825396823,0.060393443,0.365410546,0.696764843310528,0.875,0.5278,0.5423,0.4078,0.5452,0.2392,0.5582,3.156,0.4287,0.09905936850148067
lat,cat,35.35,13,17,0.084380101,14832,1260,11.771428571428572,0.074013319,0.365410546,0.6359290649724375,0.5455,0.4869,0.4617,0.2048,0.4259,0.031,0.4883,2.852,0.0,0.06414461966909879
lat,ita,37.74,3,27,0.143070045,13685,1260,10.86111111111111,0.102554534,0.365410546,0.5174562950757358,0.5,0.4817,0.4715,0.3217,0.4225,0.0053,0.5237,2.998,0.0,0.0581353359102218
lat,eng,34.38,18,12,0.057696402,14545,1260,11.543650793650794,0.0961556319999999,0.365410546,0.5429566063049449,0.9,0.5528,0.5437,0.2804,0.5099,0.0653,0.6159,3.041,0.1864,0.1787351935470377
lat,fin,30.86,24,6,0.031154638,13581,1260,10.778571428571428,0.302519355,0.365410546,0.0296222118806252,1.0,0.608,0.53,0.3613,0.4369,0.1088,0.443,3.219,0.0,0.0693932203854839
lat,bul,36.48,6,24,0.000141935,10022,1260,7.953968253968254,0.201446082,0.365410546,0.2013433604770541,0.8571,0.4535,0.4824,0.3824,0.5098,0.0429,,3.09,0.0,0.08891155604059786
lat,slv,39.77,1,29,0.074089845,9290,1260,7.373015873015873,0.237767323,0.365410546,0.1220206597337923,0.8333,0.4669,0.4708,0.4078,0.4809,0.0214,0.467,3.102,0.0,0.062598880693567
lat,slk,35.43,12,18,0.015541835,9543,1260,7.5738095238095235,0.261917468,0.365410546,0.0802158985385471,0.8333,,,,,0.0366,,3.266,0.0,0.1446215034298427
lat,ron,35.03,16,14,0.070470513,8795,1260,6.98015873015873,0.167303215,0.365410546,0.2939266328444695,0.4444,0.3982,0.4246,0.3613,0.4367,0.0437,,2.959,0.0,0.06759930887429566
lat,hrv,39.27,2,28,0.034348165,7832,1260,6.215873015873016,0.216688845,0.365410546,0.1656481285027413,0.875,0.4811,0.4468,0.4544,0.4356,0.021,0.3373,3.309,0.0,0.06093209829834112
lat,ara,27.11,26,4,0.0,6984,1260,5.542857142857143,0.1033986809999999,0.365410546,0.5141380693901703,1.0,0.5948,0.5659,,,0.1307,0.4723,3.248,0.5335,0.060419222314071264
lat,lav,33.89,19,11,0.019445036,6475,1260,5.138888888888889,0.268650981,0.365410546,0.0701173767880474,0.75,0.5271,0.4819,0.3824,,0.0764,0.3703,3.11,0.0,0.07528137185475592
lat,heb,27.85,25,5,0.0,5725,1260,4.5436507936507935,0.117344567,0.365410546,0.4608634425992694,1.0,0.5218,0.5525,0.4601,0.5959,0.0954,0.5765,3.246,0.5829,0.08211747069526387
lat,ukr,35.91,8,22,0.000709673,5090,1260,4.0396825396825395,0.31926283,0.365410546,0.0159491766426913,0.8333,0.4779,0.4357,0.3217,0.4356,0.048,0.3207,3.139,0.3498,0.06350751484696526
lat,ind,31.68,23,7,0.018948265,5036,1260,3.996825396825397,0.197096308,0.365410546,0.2121678405143764,1.0,0.5922,0.5359,0.2048,0.349,0.396,0.7896,3.264,0.3776,0.08775217304211624
lat,dan,33.38,20,10,0.058051238,4947,1260,3.926190476190476,0.203165045,0.365410546,0.1971438216785718,0.8571,0.5674,0.5586,,,0.0599,0.5319,3.137,0.1864,0.07389751226417285
lat,swe,35.14,15,15,0.026328862,4807,1260,3.8150793650793657,0.193727962,0.365410546,0.2207447218101908,0.8571,0.5809,0.5699,0.3824,0.5416,0.0826,0.6108,3.166,0.1864,0.09417069685144952
lat,zho,22.15,28,2,0.000496771,4497,1260,3.5690476190476192,0.178585916,0.365410546,0.2614003153522926,1.0,0.6121,0.6383,0.4407,0.6046,0.3066,0.8425,3.123,0.4848,0.1239844107030601
fra,ces,58.03,20,10,0.219161677,114304,416,274.7692307692308,0.091965586,0.327345309,0.5170420341275426,0.8571,0.5625,0.516,0.4467,0.4713,0.0403,0.4829,3.088,0.0,0.0830205597492526
fra,rus,66.57,11,19,0.135329341,55398,416,133.16826923076923,0.123916395,0.327345309,0.3862007545127091,0.8,0.5515,0.5353,0.4359,0.5152,0.1897,0.5257,3.062,0.3498,0.09846380829785317
fra,nor,70.27,7,23,0.29510978,34170,416,82.13942307692308,0.106159434,0.327345309,0.4565649155254536,0.8333,0.402,0.4928,0.4034,0.5505,0.0588,,3.14,0.1864,0.08594316077570074
fra,spa,80.06,1,29,0.407285429,31546,416,75.83173076923077,0.0791871859999999,0.327345309,0.5747046986611308,0.3077,0.3871,0.4968,0.4745,0.5804,0.0362,,2.734,0.0,0.07377110261394793
fra,kor,23.55,29,1,0.129041916,30426,416,73.13942307692308,0.294432976,0.327345309,0.0101089277734307,1.0,0.7128,0.6132,0.4745,0.4804,0.3381,0.5903,3.092,0.2566,0.12615929423823125
fra,est,48.0,24,6,0.184131737,23460,416,56.39423076923077,0.221928097,0.327345309,0.103707653715599,1.0,0.5873,0.5841,,,0.0798,0.5779,3.213,,0.09137294462709611
fra,pol,55.9,22,8,0.135329341,22646,416,54.4375,0.223329008,0.327345309,0.1009695841396783,0.8333,0.5621,0.5575,0.3064,0.5239,0.0519,0.6361,3.172,0.0,0.11740834865574645
fra,nld,66.58,10,20,0.275449102,19452,416,46.75961538461539,0.133302703,0.327345309,0.3513839769224987,0.9,0.4813,0.4334,0.1864,0.3411,0.0203,0.5441,3.104,0.0,0.05648225164204346
fra,por,80.01,2,28,0.29261477,19763,416,47.50721153846154,0.095460698,0.327345309,0.5018011034868977,0.4,0.433,0.4202,0.3333,0.3947,0.0339,0.4467,2.818,0.0,0.05202299216199657
fra,lat,47.64,25,5,0.136726547,17140,416,41.20192307692308,0.158874645,0.327345309,0.2648721713539992,0.1667,0.5899,0.5417,0.4078,0.4903,0.0438,0.4778,2.982,0.0,0.0816105653900362
fra,deu,65.88,15,15,0.204091816,14613,416,35.12740384615385,0.187631727,0.327345309,0.1821650306778041,0.8571,0.4433,0.3927,0.238,0.3886,0.032,,3.209,0.0,0.059963038844299765
fra,hin,33.18,28,2,0.109381238,14963,416,35.96875,0.060393443,0.327345309,0.6650490516784698,0.875,0.5968,0.5393,0.2338,0.4618,0.2657,0.6723,3.152,0.4287,0.10832554779409309
fra,cat,76.2,4,26,0.40259481,14832,416,35.65384615384615,0.074013319,0.327345309,0.5989186347827036,0.1818,0.4571,0.4467,0.3064,0.4096,0.0284,0.5127,2.793,0.0,0.06988413231636992
fra,ita,78.64,3,27,0.320858283,13685,416,32.89663461538461,0.102554534,0.327345309,0.4715684333817519,0.3,0.4634,0.4608,0.3918,0.4379,0.041,0.4815,2.906,0.0,0.062602871008971
fra,eng,72.79,5,25,0.200598802,14545,416,34.96394230769231,0.0961556319999999,0.327345309,0.4987979191890204,0.9,0.4471,0.4836,0.3881,0.4753,0.0246,0.6323,3.03,0.1864,0.16578026419506786
fra,fin,36.21,27,3,0.176646707,13581,416,32.64663461538461,0.302519355,0.327345309,0.0057517453406776,1.0,0.6342,0.535,0.3455,0.3996,0.0952,0.5779,3.2,0.0,0.0842692187154912
fra,bul,67.5,9,21,0.126946108,10022,416,24.091346153846153,0.201446082,0.327345309,0.1479223793516128,0.8571,0.4454,0.4601,0.4078,0.4788,0.076,,3.078,0.0,0.08078439715518781
fra,slv,66.08,13,17,0.188722555,9290,416,22.33173076923077,0.237767323,0.327345309,0.0748842258490774,0.8333,0.5117,0.5135,0.4467,0.4688,0.0406,0.5843,3.092,0.0,0.083318749769286
fra,slk,61.13,18,12,0.135329341,9543,416,22.939903846153847,0.261917468,0.327345309,0.039949646050096,0.8333,,,,,0.0511,,3.256,0.0,0.15925598777688665
fra,ron,71.01,6,24,0.302894212,8795,416,21.141826923076923,0.167303215,0.327345309,0.2390320889081962,0.3333,0.4292,0.4206,0.319,0.4336,0.069,,2.889,0.0,0.06801903182692848
fra,hrv,66.05,14,16,0.168662675,7832,416,18.826923076923077,0.216688845,0.327345309,0.114272395942994,0.875,0.5215,0.508,0.4259,0.483,0.0483,0.5245,3.299,0.0,0.079275294203628
fra,ara,49.79,23,7,0.090319361,6984,416,16.78846153846154,0.1033986809999999,0.327345309,0.4680333626468142,1.0,0.5731,0.5527,,,0.169,0.5122,3.229,0.5335,0.08317305411864018
fra,lav,60.06,19,11,0.15489022,6475,416,15.564903846153848,0.268650981,0.327345309,0.0321499295813702,0.75,0.5217,0.4879,0.4745,,0.0735,0.4054,3.1,0.0,0.07883321348232875
fra,heb,56.62,21,9,0.119860279,5725,416,13.76201923076923,0.117344567,0.327345309,0.4115564525532801,1.0,0.4578,0.5127,0.4259,0.6082,0.1358,0.4685,3.227,0.5829,0.07199485420089669
fra,ukr,64.3,17,13,0.133632735,5090,416,12.235576923076923,0.31926283,0.327345309,0.0006096448738773,0.8333,0.478,0.4651,0.3918,0.4596,0.068,0.4504,3.129,0.3498,0.06692031791752873
fra,ind,64.34,16,14,0.160279441,5036,416,12.10576923076923,0.197096308,0.327345309,0.1583202834011268,1.0,0.5502,0.5402,0.3881,0.4688,0.4158,0.8073,3.246,0.3776,0.09726891477459743
fra,dan,68.62,8,22,0.245409182,4947,416,11.891826923076923,0.203165045,0.327345309,0.1439106431996659,0.8571,0.4223,0.4612,,,0.0377,0.5533,3.129,0.1864,0.06681758529426318
fra,swe,66.32,12,18,0.2004990019999999,4807,416,11.555288461538462,0.193727962,0.327345309,0.1666147499361399,0.8571,0.4223,0.4508,0.3333,0.4845,0.0676,0.4884,3.158,0.1864,0.07009374872985152
fra,zho,42.02,26,4,0.12245509,4497,416,10.810096153846152,0.178585916,0.327345309,0.2065173539088617,1.0,0.6961,0.647,0.2914,0.5726,0.3122,0.86,3.1,0.4848,0.14099366700864402
deu,ces,59.93,11,19,0.188386471,114304,977,116.99488229273284,0.091965586,0.329130804,0.5192361636628795,0.8571,0.4994,0.4802,0.4121,0.4728,0.0097,,3.174,0.0,0.07174321206974388
deu,rus,63.85,5,25,0.137653049,55398,977,56.7021494370522,0.123916395,0.329130804,0.3887573751050374,0.8,0.4035,0.461,0.3743,0.5184,0.1639,,3.146,0.3498,0.08138335747980197
deu,nor,63.88,4,26,0.246393502,34170,977,34.974411463664275,0.106159434,0.329130804,0.4589455288647805,0.5,0.2684,0.4272,0.3695,0.5021,0.0524,,3.05,0.1864,0.057392905448467424
deu,spa,60.95,8,22,0.1839616919999999,31546,977,32.28863868986694,0.0791871859999999,0.329130804,0.5766961376328347,0.9231,0.4492,0.5535,0.5049,0.6393,0.0579,,3.135,0.0,0.07417765985269309
deu,kor,26.77,29,1,0.125166687,30426,977,31.142272262026612,0.294432976,0.329130804,0.0111139264499636,1.0,0.5574,0.5371,0.5049,0.5227,0.3199,,3.182,0.2566,0.12088396056677297
deu,est,55.58,21,9,0.157352406,23460,977,24.012282497441145,0.221928097,0.329130804,0.1060899983324238,1.0,0.3977,0.3977,,,0.0591,,3.273,,0.0631480586419223
deu,pol,57.46,19,11,0.139410838,22646,977,23.17911975435005,0.223329008,0.329130804,0.1033353747019872,0.8333,0.4821,0.5231,0.3695,0.5805,0.0232,,3.254,0.0,0.11037186522728515
deu,nld,70.1,1,29,0.257546369,19452,977,19.90992835209826,0.133302703,0.329130804,0.3540079079678012,0.5,0.298,0.3012,0.2736,0.3086,0.0268,,3.006,0.0,0.041015965254649234
deu,por,57.98,16,14,0.168505273,19763,977,20.22824974411464,0.095460698,0.329130804,0.5040449289537329,0.9333,0.4454,0.4361,0.4054,0.4343,0.0613,,3.193,0.0,0.08024830104365788
deu,lat,43.4,24,6,0.049339314,17140,977,17.543500511770727,0.158874645,0.329130804,0.2675892125402461,0.8333,0.4561,0.4915,0.4407,0.5024,0.0309,,3.217,0.0,0.08267654363133004
deu,fra,59.28,14,16,0.179233847,16032,977,16.409416581371545,0.118520741,0.329130804,0.4094691384834975,0.9375,0.4433,0.3927,0.238,0.3886,0.032,,3.209,0.0,0.059963038844299765
deu,hin,36.94,27,3,0.117468784,14963,977,15.31525076765609,0.060393443,0.329130804,0.6666824685267032,0.875,0.486,0.481,0.3418,0.5037,0.2386,,3.182,0.4287,0.1095406277233194
deu,cat,57.9,17,13,0.163171293,14832,977,15.181166837256908,0.074013319,0.329130804,0.6008186269092237,0.9091,0.4827,0.4654,0.3695,0.4707,0.0426,,3.145,0.0,0.0889441729974293
deu,ita,57.81,18,12,0.176385016,13685,977,14.007164790174002,0.102554534,0.329130804,0.4739055388231058,0.9,0.4643,0.4776,0.4638,0.4819,0.0257,,3.2,0.0,0.07975446581509915
deu,eng,61.41,7,23,0.2029336889999999,14545,977,14.887410440122824,0.0961556319999999,0.329130804,0.5010513316811404,0.6,0.3539,0.4054,0.409,0.4364,0.0437,,2.85,0.1864,0.14970154637061306
deu,fin,40.89,25,5,0.146017699,13581,977,13.9007164790174,0.302519355,0.329130804,0.0065373236103974,1.0,0.4932,0.4323,0.2566,0.4201,0.08,,3.26,0.0,0.06879816660958293
deu,bul,61.84,6,24,0.131955389,10022,977,10.257932446264071,0.201446082,0.329130804,0.1505014933282085,0.8571,0.4097,0.467,0.3743,0.5162,0.0467,,3.164,0.0,0.07652596155811797
deu,slv,64.99,3,27,0.1678991389999999,9290,977,9.508700102354146,0.237767323,0.329130804,0.0770563111936706,0.8333,0.4587,0.4412,0.4121,0.4255,0.0131,,3.176,0.0,0.07197594249946326
deu,slk,59.6,12,18,0.126500182,9543,977,9.767656090071648,0.261917468,0.329130804,0.0417036283089906,0.8333,,,,,0.0192,,3.33,0.0,0.14769680650054595
deu,ron,57.35,20,10,0.1518972,8795,977,9.002047082906858,0.167303215,0.329130804,0.2417508814674485,0.8889,0.4674,0.4523,0.3862,0.4541,0.0378,,3.178,0.0,0.050562359549644054
deu,hrv,60.85,9,21,0.147169354,7832,977,8.016376663254862,0.216688845,0.329130804,0.116713137905519,0.875,0.4788,0.4867,0.3918,0.5062,0.0209,,3.37,0.0,0.07768425026467662
deu,ara,28.89,28,2,0.0912837919999999,6984,977,7.148413510747186,0.1033986809999999,0.329130804,0.4703808915107395,1.0,0.5757,0.5757,,,0.1426,,3.3,0.5335,0.08866962481986973
deu,lav,58.82,15,15,0.14159292,6475,977,6.627430910951894,0.268650981,0.329130804,0.0337663378605706,0.75,0.4762,0.4652,0.4208,,0.0497,,3.176,0.0,0.07936464125832188
deu,heb,37.49,26,4,0.124439326,5725,977,5.859774820880245,0.117344567,0.329130804,0.414055355684119,1.0,0.4641,0.4626,0.3498,0.4672,0.1107,,3.3,0.5829,0.07113602937016772
deu,ukr,59.44,13,17,0.130440053,5090,977,5.209825997952917,0.31926283,0.329130804,0.0008989156298112,0.8333,0.4336,0.4539,0.4638,0.4605,0.0363,,3.207,0.3498,0.05581042259106772
deu,ind,49.89,22,8,0.157473633,5036,977,5.154554759467758,0.197096308,0.329130804,0.1609302784270628,1.0,0.6222,0.5311,0.409,0.4906,0.396,,3.31,0.3776,0.08369194925234846
deu,dan,60.7,10,20,0.2027518489999999,4947,977,5.06345957011259,0.203165045,0.329130804,0.1464765000665886,0.5714,0.3319,0.3319,,,0.0298,,3.02,0.1864,0.0703237261661126
deu,swe,65.16,2,28,0.150927385,4807,977,4.920163766632548,0.193727962,0.329130804,0.1692460332376807,0.5714,0.3065,0.3756,0.2804,0.426,0.0527,,3.053,0.1864,0.06957065286883535
deu,zho,43.79,23,7,0.118741666,4497,977,4.602865916069601,0.178585916,0.329130804,0.2092160336823744,1.0,0.5438,0.5413,0.3021,0.5902,0.2915,,3.18,0.4848,0.12895901151922773
hin,ces,22.09,15,15,0.0265594129999999,114304,1684,67.87648456057008,0.091965586,0.150578606,0.1515171011878829,0.8571,0.5807,0.5598,0.4467,0.5509,0.232,0.5159,3.104,0.4287,0.10573206678271818
hin,rus,21.79,16,14,0.024160316,55398,1684,32.89667458432304,0.123916395,0.150578606,0.031352038045418,0.8,0.5154,0.558,0.4359,0.6015,0.1311,0.5654,3.072,0.5187,0.11578855296474155
hin,nor,20.11,21,9,0.025289303,34170,1684,20.290973871733968,0.106159434,0.150578606,0.0870190570639785,0.8333,0.4689,0.4603,0.4835,0.4505,0.2472,,3.1,0.3918,0.10801004365477951
hin,spa,18.31,24,6,0.026220717,31546,1684,18.732779097387173,0.0791871859999999,0.150578606,0.2247840522183941,0.9231,0.5192,0.5569,0.4745,0.5922,0.279,,3.072,0.4287,0.11745522954909837
hin,kor,32.04,3,27,0.018712955,30426,1684,18.06769596199525,0.294432976,0.150578606,0.9126821866265244,1.0,0.5316,0.5515,0.5469,0.558,0.1976,0.5587,3.139,0.4891,0.11090415616348515
hin,est,40.54,1,29,0.023652272,23460,1684,13.931116389548691,0.221928097,0.150578606,0.2245200932488482,1.0,0.5109,0.528,,,0.218,0.5609,3.246,,0.10799836162734167
hin,pol,22.84,11,19,0.019757268,22646,1684,13.447743467933492,0.223329008,0.150578606,0.2334233246092798,0.8333,0.4959,0.537,0.3064,0.5925,0.2239,0.5507,3.19,0.4287,0.10270772682240314
hin,nld,23.07,10,20,0.025486876,19452,1684,11.551068883610451,0.133302703,0.150578606,0.0131630026664263,0.9,0.5761,0.5435,0.3277,0.4861,0.257,0.6667,3.086,0.4287,0.11831230462725228
hin,por,17.92,26,4,0.025712673,19763,1684,11.735748218527316,0.095460698,0.150578606,0.1339858409957817,0.9333,0.5045,0.5071,0.3333,0.477,0.286,0.6104,3.137,0.4287,0.10272086843172357
hin,lat,23.93,6,24,0.0,17140,1684,10.178147268408551,0.158874645,0.150578606,0.0030353936794204,0.8333,0.5278,0.5423,0.4078,0.5452,0.2392,0.5582,3.156,0.4287,0.09905936850148067
hin,fra,18.79,23,7,0.021112052,16032,1684,9.520190023752969,0.118520741,0.150578606,0.0453255045069052,0.9375,0.5968,0.5393,0.2338,0.4618,0.2657,0.6723,3.152,0.4287,0.10832554779409309
hin,deu,26.4,5,25,0.025797347,14613,1684,8.677553444180523,0.187631727,0.150578606,0.0605512404837357,0.8571,0.486,0.481,0.3418,0.5037,0.2386,,3.182,0.4287,0.1095406277233194
hin,cat,20.22,20,10,0.025430426,14832,1684,8.807600950118765,0.074013319,0.150578606,0.2585456796332916,0.9091,0.5005,0.4865,0.3064,0.4535,0.2653,0.5609,3.084,0.4287,0.09686966108564787
hin,ita,18.19,25,5,0.025458651,13685,1684,8.126484560570072,0.102554534,0.150578606,0.101716502432437,0.9,0.5196,0.5423,0.3918,0.5418,0.2384,0.6104,3.145,0.4287,0.10494391515424562
hin,eng,26.5,4,26,0.025599774,14545,1684,8.637173396674584,0.0961556319999999,0.150578606,0.1306285170413278,0.9,0.5648,0.5409,0.3881,0.4684,0.2707,0.7177,3.004,0.3918,0.19350526114185462
hin,fin,37.12,2,28,0.02514818,13581,1684,8.064726840855107,0.302519355,0.150578606,1.0181739497997502,1.0,0.5717,0.5412,0.432,0.5129,0.2248,0.5609,3.23,0.4287,0.10692402182684657
hin,bul,20.97,19,11,0.023426475,10022,1684,5.951306413301663,0.201446082,0.150578606,0.1141179162815385,0.8571,0.4788,0.5109,0.4078,0.5418,0.202,,3.094,0.4287,0.11306543028800764
hin,slv,22.58,12,18,0.023116003,9290,1684,5.516627078384798,0.237767323,0.150578606,0.3352694865768172,0.8333,0.4704,0.4986,0.4467,0.4816,0.2322,0.5779,3.104,0.4287,0.09310505058758356
hin,slk,23.27,8,22,0.014338132,9543,1684,5.6668646080760094,0.261917468,0.150578606,0.5467225807696928,0.8333,,,,,0.2219,,3.27,0.4287,0.19153739463848352
hin,ron,21.05,18,12,0.025289303,8795,1684,5.222684085510688,0.167303215,0.150578606,0.0123363136296055,0.8889,0.5686,0.5056,0.319,0.489,0.2059,,3.123,0.4287,0.10483127105829626
hin,hrv,22.54,13,17,0.024950607,7832,1684,4.65083135391924,0.216688845,0.150578606,0.1927573334880808,0.875,0.4943,0.5133,0.4259,0.5263,0.2264,0.522,3.31,0.4287,0.0978704068485553
hin,ara,9.27,29,1,0.01789444,6984,1684,4.147268408551069,0.1033986809999999,0.150578606,0.0981720698614418,1.0,0.6481,0.6437,,,0.1337,0.6156,3.264,0.5303,0.1263548000249567
hin,lav,23.73,7,23,0.02255151,6475,1684,3.84501187648456,0.268650981,0.150578606,0.6148512404523393,0.75,0.546,0.5325,0.4745,,0.2155,0.5018,3.102,0.4287,0.1085652538699835
hin,heb,9.31,28,2,0.023059554,5725,1684,3.3996437054631827,0.117344567,0.150578606,0.0487124200231433,1.0,0.5806,0.5884,0.4259,0.5629,0.1663,0.6614,3.262,0.566,0.11492406065977245
hin,ukr,22.48,14,16,0.023003105,5090,1684,3.022565320665083,0.31926283,0.150578606,1.2549383482087817,0.8333,0.4932,0.5096,0.3918,0.5252,0.2066,0.5199,3.137,0.5187,0.0914299781226493
hin,ind,14.57,27,3,0.025176404,5036,1684,2.990498812351544,0.197096308,0.150578606,0.0954355014608093,1.0,0.6291,0.5604,0.3881,0.4816,0.1999,0.7264,3.28,0.4445,0.11796111864100622
hin,dan,19.1,22,8,0.022833757,4947,1684,2.937648456057007,0.203165045,0.150578606,0.1219610011506321,0.8571,0.5437,0.5383,,,0.2469,0.5212,3.084,0.3918,0.09684191372146533
hin,swe,23.18,9,21,0.024470787,4807,1684,2.8545130641330165,0.193727962,0.150578606,0.0821149233853318,0.8571,0.5734,0.5686,0.4407,0.5473,0.2326,0.6662,3.115,0.3918,0.11878213511914126
hin,zho,21.62,17,13,0.018487158,4497,1684,2.6704275534441804,0.178585916,0.150578606,0.0345952323895544,1.0,0.554,0.5835,0.3789,0.5786,0.1605,0.8886,3.145,0.5337,0.12320812847095164
cat,ces,58.64,17,13,0.197989707,114304,1846,61.91982665222102,0.091965586,0.1680080139999999,0.20485754047122,0.8571,0.5154,0.4878,0.3125,0.4663,0.0521,0.476,3.018,0.0,0.08183730925875554
cat,rus,62.61,11,19,0.113467583,55398,1846,30.009750812567713,0.123916395,0.1680080139999999,0.0688734908479845,0.8,0.5412,0.51,0.2804,0.4706,0.202,0.5184,2.988,0.3498,0.0880024912522841
cat,nor,63.94,8,22,0.233428897,34170,1846,18.510292524377032,0.106159434,0.1680080139999999,0.1355187757710892,0.8333,0.4361,0.5084,0.39,0.5587,0.0845,,3.072,0.1864,0.10387006465782034
cat,spa,85.35,1,29,0.50740907,31546,1846,17.08884073672806,0.0791871859999999,0.1680080139999999,0.2794921654968616,0.2308,0.402,0.4233,0.3433,0.4565,0.017,,2.686,0.0,0.07519717944343773
cat,kor,21.61,29,1,0.114020241,30426,1846,16.482123510292524,0.294432976,0.1680080139999999,0.5662466782043414,1.0,0.6276,0.592,0.4477,0.5198,0.3515,0.658,3.023,0.2566,0.09796137530112103
cat,est,42.66,25,5,0.124814341,23460,1846,12.708559046587215,0.221928097,0.1680080139999999,0.1030009209580452,1.0,0.5251,0.559,,,0.0996,0.626,3.154,,0.07592574636193605
