task_lang,transfer_lang,accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,genetic,syntactic,featural,phonological,inventory,geographic,morphological,hyper_genetic,scriptural,islands
bul,lav,65.34,18,12,0.1535232769999999,6475,1116,5.801971326164875,0.268650981,0.379928771,0.0857852494056047,0.5,0.5266,0.4713,0.2048,,0.0616,,2.836,0.0,0.07906772163933085
bul,heb,40.84,27,3,0.153777665,5725,1116,5.129928315412187,0.117344567,0.379928771,0.4776753480830625,1.0,0.4428,0.5386,0.5342,0.6063,0.0665,,3.182,0.5829,0.08576860532415886
bul,ukr,68.13,14,16,0.310862376,5090,1116,4.560931899641577,0.31926283,0.379928771,0.0254967902515171,0.5,0.3883,0.4044,0.2301,0.4367,0.0222,,2.82,0.3498,0.06140633384583338
bul,ind,56.67,21,9,0.156130756,5036,1116,4.512544802867383,0.197096308,0.379928771,0.2315806422954218,1.0,0.4988,0.475,0.2804,0.4918,0.3682,,3.21,0.3776,0.07208666831623556
bul,dan,66.15,16,14,0.153396082,4947,1116,4.432795698924731,0.203165045,0.379928771,0.2164621308921012,0.8571,0.4755,0.4755,,,0.07,,3.072,0.1864,0.07265657468576392
bul,swe,64.11,20,10,0.137624014,4807,1116,4.307347670250896,0.193727962,0.379928771,0.2401921234324127,0.8571,0.4224,0.4803,0.3125,0.5343,0.0778,,3.102,0.1864,0.08880643349236428
bul,zho,41.84,25,5,0.1305647419999999,4497,1116,4.029569892473118,0.178585916,0.379928771,0.2808458944428199,1.0,0.4528,0.5253,0.4949,0.5762,0.2756,,3.06,0.4848,0.11423473176348664
slv,ces,68.04,1,29,0.308193591,114304,1898,60.22339304531086,0.091965586,0.321766562,0.5100607643158581,0.5714,0.4104,0.4106,0.0,0.4204,0.0167,0.4434,2.785,0.0,0.05068807762007732
slv,rus,60.68,6,24,0.0890752119999999,55398,1898,29.187565858798735,0.123916395,0.321766562,0.3780863705335823,0.4,0.46,0.4567,0.0,0.4254,0.1637,0.5206,2.744,0.3498,0.06980895526751374
slv,nor,56.5,8,22,0.161464387,34170,1898,18.003161222339305,0.106159434,0.321766562,0.4489980023440247,0.8333,0.4457,0.4936,0.4078,0.5251,0.0641,,3.094,0.1864,0.09358144281295211
slv,spa,54.74,14,16,0.148140462,31546,1898,16.620653319283456,0.0791871859999999,0.321766562,0.5683631711590974,0.9231,0.4047,0.4604,0.4078,0.5118,0.059,,3.006,0.0,0.07785067390265277
slv,kor,16.5,29,1,0.083513199,30426,1898,16.030558482613277,0.294432976,0.321766562,0.0072162472340334,1.0,0.6256,0.6088,0.5342,0.55,0.3214,0.6664,3.076,0.2566,0.11112721760093247
slv,est,51.73,20,10,0.11439482,23460,1898,12.360379346680716,0.221928097,0.321766562,0.0962750981322369,1.0,0.5304,0.5531,,,0.066,0.5952,3.178,,0.059973948935046706
slv,pol,58.75,7,23,0.179935248,22646,1898,11.931506849315069,0.223329008,0.321766562,0.0935922325409781,0.5,0.4182,0.4822,0.3125,0.5281,0.0281,0.5831,2.895,0.0,0.08897268008837478
slv,nld,52.57,18,12,0.149925286,19452,1898,10.24868282402529,0.133302703,0.321766562,0.3430633614308395,0.9,0.5095,0.5093,0.4121,0.4622,0.0394,0.5952,3.066,0.0,0.0911350030713114
slv,por,52.93,17,13,0.137223975,19763,1898,10.412539515279242,0.095460698,0.321766562,0.4946634185691856,0.9333,0.3971,0.4144,0.3125,0.3356,0.0649,0.5647,3.074,0.0,0.06538586240468458
slv,lat,41.17,24,6,0.074298522,17140,1898,9.030558482613277,0.158874645,0.321766562,0.256281494724265,0.8333,0.4669,0.4708,0.4078,0.4809,0.0214,0.467,3.102,0.0,0.062598880693567
slv,fra,54.02,15,15,0.147766894,16032,1898,8.446786090621707,0.118520741,0.321766562,0.398989465324629,0.9375,0.5117,0.5135,0.4467,0.4688,0.0406,0.5843,3.092,0.0,0.083318749769286
slv,deu,55.1,12,18,0.132741159,14613,1898,7.6991570073761855,0.187631727,0.321766562,0.1737806184039699,0.8571,0.4587,0.4412,0.4121,0.4255,0.0131,,3.176,0.0,0.07197594249946326
slv,hin,30.78,27,3,0.07807571,14963,1898,7.883561643835616,0.060393443,0.321766562,0.6598420983791251,0.875,0.4704,0.4986,0.4467,0.4816,0.2322,0.5779,3.104,0.4287,0.09310505058758356
slv,cat,53.03,16,14,0.1412087,14832,1898,7.8145416227608,0.074013319,0.321766562,0.5928664513092208,0.9091,0.4193,0.4013,0.3125,0.3295,0.0425,0.467,3.02,0.0,0.05703219691099504
slv,ita,55.92,9,21,0.1763655989999999,13685,1898,7.210221285563751,0.102554534,0.321766562,0.4641377999779357,0.9,0.432,0.4592,0.2301,0.4312,0.0163,0.593,3.08,0.0,0.06273553172078394
slv,eng,55.85,10,20,0.148431014,14545,1898,7.663329820864067,0.0961556319999999,0.321766562,0.4916300846559093,0.9,0.5018,0.4999,0.369,0.4546,0.0559,0.5841,2.988,0.1864,0.16406471725591287
slv,fin,47.84,22,8,0.128507388,13581,1898,7.1554267650158065,0.302519355,0.321766562,0.0035781093907703,1.0,0.5269,0.511,0.3125,0.4533,0.0883,0.5952,3.162,0.0,0.06783198323981088
slv,bul,62.25,4,26,0.083388677,10022,1898,5.280295047418335,0.201446082,0.321766562,0.1398290126977033,0.4286,0.3808,0.3879,0.0,0.4225,0.0359,,2.68,0.0,0.07449701208921933
slv,slk,63.35,3,27,0.235555371,9543,1898,5.027924130663857,0.261917468,0.321766562,0.0345965936319616,0.5,,,,,0.0163,,3.016,0.0,0.14567984474679674
slv,ron,55.03,13,17,0.1264320109999999,8795,1898,4.633825079030559,0.167303215,0.321766562,0.2304459404081643,0.8889,0.4163,0.3959,0.3125,0.3931,0.0299,,3.059,0.0,0.0645467123815594
slv,hrv,65.51,2,28,0.374647186,7832,1898,4.1264488935721815,0.216688845,0.321766562,0.1066447391729252,0.375,0.339,0.3161,0.0,0.3141,0.0082,0.3021,2.996,0.0,0.037169832226680355
slv,ara,33.07,26,4,0.046280923,6984,1898,3.679662802950474,0.1033986809999999,0.321766562,0.4605700563873497,1.0,0.5793,0.5757,,,0.1317,0.5608,3.195,0.5335,0.06561526894848213
slv,lav,52.31,19,11,0.126348996,6475,1898,3.4114857744994733,0.268650981,0.321766562,0.0272497205112233,0.5,0.4395,0.4262,0.0,,0.0554,0.44,2.828,0.0,0.057757790140479215
slv,heb,30.12,28,2,0.0811887759999999,5725,1898,3.0163329820864067,0.117344567,0.321766562,0.4036206935260771,1.0,0.4942,0.548,0.5342,0.572,0.0988,0.6247,3.191,0.5829,0.07366778074659408
slv,ukr,61.72,5,25,0.087290387,5090,1898,2.6817702845100104,0.31926283,0.321766562,6.054717151393151e-05,0.5,0.3443,0.3735,0.2301,0.404,0.0312,0.4259,2.834,0.3498,0.05108469399865767
slv,ind,42.99,23,7,0.098414411,5036,1898,2.6533192834562698,0.197096308,0.321766562,0.1501218363367819,1.0,0.5585,0.542,0.3125,0.4413,0.3914,0.8021,3.223,0.3776,0.08719362824304333
slv,dan,50.87,21,9,0.111157231,4947,1898,2.6064278187565857,0.203165045,0.321766562,0.1358622077663447,0.8571,0.4482,0.4683,,,0.0424,0.5165,3.084,0.1864,0.0481471684128828
slv,swe,55.79,11,19,0.0981653659999999,4807,1898,2.5326659641728133,0.193727962,0.321766562,0.1583434172291881,0.8571,0.5118,0.5333,0.3125,0.5107,0.0623,0.6704,3.113,0.1864,0.08836338318299786
slv,zho,35.54,25,5,0.077951187,4497,1898,2.369336143308746,0.178585916,0.321766562,0.1980098590638468,1.0,0.5814,0.618,0.5207,0.5945,0.2921,0.7717,3.072,0.4848,0.136299075332034
slk,ces,87.98,1,29,0.485108996,114304,1061,107.73232799245994,0.091965586,0.464307645,0.6430911350608838,0.2857,,,,,0.0126,,2.873,0.0,0.13289808190092767
slk,rus,73.86,4,26,0.15950261,55398,1061,52.21300659754948,0.123916395,0.464307645,0.5374587111246487,0.4,,,,,0.1487,,3.035,0.3498,0.15505388656141206
slk,nor,57.41,19,11,0.196806877,34170,1061,32.205466540999055,0.106159434,0.464307645,0.5949958042115601,0.8333,,,,,0.0573,,3.262,0.1864,0.15060006860488973
slk,spa,61.35,10,20,0.2200644769999999,31546,1061,29.732327992459943,0.0791871859999999,0.464307645,0.6879890276670428,0.9231,,,,,0.0742,,3.184,0.0,0.1281482879112299
slk,kor,19.86,29,1,0.15128953,30426,1061,28.676720075400567,0.294432976,0.464307645,0.1338583840773104,1.0,,,,,0.3089,,3.244,0.2566,0.13887482868713175
slk,est,57.16,20,10,0.189361375,23460,1061,22.111215834118756,0.221928097,0.464307645,0.2725086381689973,1.0,,,,,0.0523,,3.33,,0.12191018205982851
slk,pol,73.28,5,25,0.257291986,22646,1061,21.344015080113103,0.223329008,0.464307645,0.2693676380455534,0.3333,,,,,0.0151,,3.074,0.0,0.19291861268338073
slk,nld,60.48,12,18,0.195809027,19452,1061,18.333647502356268,0.133302703,0.464307645,0.5082264771877633,0.9,,,,,0.0433,,3.238,0.0,0.15632790305088462
slk,por,59.71,14,16,0.2093951489999999,19763,1061,18.626767200754006,0.095460698,0.464307645,0.6310746238240643,0.9333,,,,,0.079,,3.24,0.0,0.159012030473904
slk,lat,45.06,24,6,0.035769113,17140,1061,16.154571159283694,0.158874645,0.464307645,0.4327332302949891,0.8333,,,,,0.0366,,3.266,0.0,0.1446215034298427
slk,fra,59.62,16,14,0.232038686,16032,1061,15.110273327049953,0.118520741,0.464307645,0.5546326261838536,0.9375,,,,,0.0511,,3.256,0.0,0.15925598777688665
slk,deu,59.76,13,17,0.1858305189999999,14613,1061,13.772855796418472,0.187631727,0.464307645,0.3550839563029296,0.8571,,,,,0.0192,,3.33,0.0,0.14769680650054595
slk,hin,31.58,28,2,0.136321768,14963,1061,14.10273327049953,0.060393443,0.464307645,0.7567746539887527,0.875,,,,,0.2219,,3.27,0.4287,0.19153739463848352
slk,cat,60.8,11,19,0.198111759,14832,1061,13.979264844486334,0.074013319,0.464307645,0.7065986546867244,0.9091,,,,,0.058,,3.195,0.0,0.15949670821229645
slk,ita,64.53,9,21,0.207936752,13685,1061,12.898209236569274,0.102554534,0.464307645,0.6070338093364069,0.9,,,,,0.0319,,3.246,0.0,0.14776748347359336
slk,eng,57.99,17,13,0.208857845,14545,1061,13.708765315739868,0.0961556319999999,0.464307645,0.6286988846101719,0.9,,,,,0.0605,,3.174,0.1864,0.24906870872769182
slk,fin,52.6,22,8,0.166487565,13581,1061,12.80018850141376,0.302519355,0.464307645,0.1214178394249579,1.0,,,,,0.0757,,3.316,0.0,0.12833890551670601
slk,bul,72.25,7,23,0.15059871,10022,1061,9.445805843543829,0.201446082,0.464307645,0.3205106779176552,0.5714,,,,,0.031,,2.994,0.0,0.12222920404000004
slk,slv,74.57,2,28,0.295210316,9290,1061,8.755890669180019,0.237767323,0.464307645,0.2380561238137825,0.5,,,,,0.0163,,3.016,0.0,0.14567984474679674
slk,ron,65.3,8,22,0.209548664,8795,1061,8.289349670122526,0.167303215,0.464307645,0.4091797994659021,0.8889,,,,,0.0196,,3.229,0.0,0.12885409805807058
slk,hrv,74.5,3,27,0.29474977,7832,1061,7.381715362865221,0.216688845,0.464307645,0.2844170058279311,0.625,,,,,0.0166,,3.25,0.0,0.13162166053537283
slk,ara,40.38,25,5,0.119972367,6984,1061,6.582469368520264,0.1033986809999999,0.464307645,0.6042041009885217,1.0,,,,,0.1272,,3.344,0.5335,0.13697341419415732
slk,lav,55.18,21,9,0.163340497,6475,1061,6.102733270499529,0.268650981,0.464307645,0.1775732812282368,0.5,,,,,0.041,,3.076,0.0,0.13440776378969432
slk,heb,37.86,27,3,0.146146761,5725,1061,5.395852968897267,0.117344567,0.464307645,0.5584121442787517,1.0,,,,,0.0969,,3.342,0.5829,0.13927126142943957
slk,ukr,73.02,6,24,0.152978201,5090,1061,4.797360980207351,0.31926283,0.464307645,0.0975871753980592,0.5,,,,,0.0172,,3.1,0.3498,0.13581159802223342
slk,ind,48.92,23,7,0.177540682,5036,1061,4.746465598491989,0.197096308,0.464307645,0.3312059201552811,1.0,,,,,0.3835,,3.37,0.3776,0.10066764941635942
slk,dan,59.64,15,15,0.157813939,4947,1061,4.6625824693685205,0.203165045,0.464307645,0.3163324743365296,0.8571,,,,,0.0393,,3.254,0.1864,0.13724648045023524
slk,swe,57.6,18,12,0.152210623,4807,1061,4.530631479736098,0.193727962,0.464307645,0.3396086146419917,0.8571,,,,,0.0516,,3.28,0.1864,0.15641975681808606
slk,zho,40.19,26,4,0.152978201,4497,1061,4.238454288407163,0.178585916,0.464307645,0.3786821811808367,1.0,,,,,0.279,,3.24,0.4848,0.14954145413045972
ron,ces,58.58,7,23,0.22941681,114304,729,156.79561042524006,0.091965586,0.352548395,0.5463287292486004,0.8571,0.5071,0.4617,0.3125,0.4494,0.0321,,3.055,0.0,0.07660397330734059
ron,rus,54.06,13,17,0.144327371,55398,729,75.9917695473251,0.123916395,0.352548395,0.4205683117715694,0.8,0.4277,0.4164,0.2952,0.4279,0.1398,,3.03,0.3498,0.07954894341403329
ron,nor,51.19,17,13,0.2343788289999999,34170,729,46.8724279835391,0.106159434,0.352548395,0.4884330113714571,0.8333,0.3858,0.5273,0.5064,0.5961,0.0729,,3.11,0.1864,0.07557348072249648
ron,spa,61.47,3,27,0.302621906,31546,729,43.27297668038409,0.0791871859999999,0.352548395,0.601223973302968,0.5385,0.3411,0.4333,0.3613,0.5114,0.0875,,2.81,0.0,0.05316088591362744
ron,kor,12.72,29,1,0.138875276,30426,729,41.73662551440329,0.294432976,0.352548395,0.0271734801605527,1.0,0.6225,0.5911,0.5641,0.5696,0.3029,,3.06,0.2566,0.11329732782248592
ron,est,38.29,25,5,0.163991669,23460,729,32.181069958847736,0.221928097,0.352548395,0.1372725991357709,1.0,0.5032,0.5032,,,0.0596,,3.186,,0.06014228814665923
ron,pol,52.61,15,15,0.16503308,22646,729,31.064471879286693,0.223329008,0.352548395,0.1343438744842952,0.8333,0.4083,0.4358,0.2871,0.4856,0.0301,,3.143,0.0,0.10254667994073441
ron,nld,50.09,18,12,0.216981132,19452,729,26.68312757201646,0.133302703,0.352548395,0.3867449517171671,0.9,0.5536,0.4836,0.2804,0.4679,0.0626,,3.07,0.0,0.0760617283744155
ron,por,60.74,4,26,0.269970595,19763,729,27.10973936899863,0.095460698,0.352548395,0.5317715565113051,0.6,0.4032,0.4045,0.303,0.4225,0.094,,2.895,0.0,0.06786444760692334
ron,lat,42.37,24,6,0.0962386669999999,17140,729,23.511659807956104,0.158874645,0.352548395,0.3017894402637757,0.1667,0.3982,0.4246,0.3613,0.4367,0.0437,,2.959,0.0,0.06759930887429566
ron,fra,62.13,2,28,0.284489096,16032,729,21.991769547325102,0.118520741,0.352548395,0.4406531453458268,0.625,0.4292,0.4206,0.319,0.4336,0.069,,2.889,0.0,0.06801903182692848
ron,deu,48.95,20,10,0.174589561,14613,729,20.045267489711936,0.187631727,0.352548395,0.2188223207109912,0.8571,0.4674,0.4523,0.3862,0.4541,0.0378,,3.178,0.0,0.050562359549644054
ron,hin,22.07,28,2,0.1234991419999999,14963,729,20.525377229080934,0.060393443,0.352548395,0.6867347439468384,0.875,0.5686,0.5056,0.319,0.489,0.2059,,3.123,0.4287,0.10483127105829626
ron,cat,59.34,6,24,0.29980397,14832,729,20.34567901234568,0.074013319,0.352548395,0.6241979008696219,0.4545,0.3418,0.3502,0.2871,0.3681,0.071,,2.81,0.0,0.059438607468285776
ron,ita,63.47,1,29,0.263722127,13685,729,18.77229080932785,0.102554534,0.352548395,0.5028300271922674,0.4,0.3964,0.3751,0.2163,0.3812,0.0406,,2.926,0.0,0.05814809326057491
ron,eng,54.57,12,18,0.201298701,14545,729,19.9519890260631,0.0961556319999999,0.352548395,0.5289005776281959,0.9,0.4524,0.469,0.3433,0.4997,0.0797,,2.992,0.1864,0.15257103422763163
ron,fin,35.29,26,4,0.168034795,13581,729,18.62962962962963,0.302519355,0.352548395,0.0201375603505539,1.0,0.4405,0.4572,0.4097,0.4795,0.0836,,3.17,0.0,0.06811096785830839
ron,bul,59.41,5,25,0.136608674,10022,729,13.747599451303156,0.201446082,0.352548395,0.1836981323963765,0.8571,0.4288,0.4529,0.2952,0.4946,0.0141,,3.047,0.0,0.05805985348793696
ron,slv,58.35,8,22,0.180225435,9290,729,12.743484224965709,0.237767323,0.352548395,0.1059993175888018,0.8333,0.4163,0.3959,0.3125,0.3931,0.0299,,3.059,0.0,0.0645467123815594
ron,slk,56.84,10,20,0.1617863269999999,9543,729,13.090534979423868,0.261917468,0.352548395,0.0660868969565487,0.8333,,,,,0.0196,,3.229,0.0,0.12885409805807058
ron,hrv,56.97,9,21,0.195724087,7832,729,10.743484224965709,0.216688845,0.352548395,0.1485056099266752,0.875,0.4641,0.4379,0.3125,0.439,0.0243,,3.271,0.0,0.05670011754202242
ron,ara,46.58,21,9,0.086927224,6984,729,9.580246913580249,0.1033986809999999,0.352548395,0.4994399773546525,1.0,0.4815,0.4815,,,0.1087,,3.201,0.5335,0.06344594762265188
ron,lav,44.95,22,8,0.154680225,6475,729,8.882030178326474,0.268650981,0.352548395,0.0566317087125493,0.75,0.5438,0.5083,0.3613,,0.0478,,3.068,0.0,0.0634427038319022
ron,heb,43.87,23,7,0.133116883,5725,729,7.8532235939643344,0.117344567,0.352548395,0.4450935365481518,1.0,0.4024,0.4841,0.5,0.5456,0.0792,,3.2,0.5829,0.07203895609157163
ron,ukr,56.74,11,19,0.138875276,5090,729,6.982167352537723,0.31926283,0.352548395,0.0089140359795033,0.8333,0.4032,0.3631,0.2163,0.3519,0.0082,,3.098,0.3498,0.045073756908109774
ron,ind,52.0,16,14,0.166074492,5036,729,6.908093278463649,0.197096308,0.352548395,0.1944265770050751,1.0,0.541,0.4436,0.2871,0.3931,0.3714,,3.215,0.3776,0.062415019382661474
ron,dan,52.62,14,16,0.190762068,4947,729,6.7860082304526745,0.203165045,0.352548395,0.1795423499867508,0.8571,0.4225,0.4225,,,0.0577,,3.096,0.1864,0.058102649754776636
ron,swe,49.01,19,11,0.184391081,4807,729,6.593964334705076,0.193727962,0.352548395,0.2029435568699906,0.8571,0.4356,0.5041,0.4327,0.551,0.0639,,3.127,0.1864,0.08806662447500258
ron,zho,27.94,27,3,0.137711345,4497,729,6.1687242798353905,0.178585916,0.352548395,0.2434858300033944,1.0,0.5351,0.5348,0.4208,0.5585,0.2715,,3.07,0.4848,0.12764595935391554
hrv,ces,70.42,2,28,0.330845347,114304,1057,108.14001892147589,0.091965586,0.350038386,0.5435670493352902,0.5714,0.4124,0.3663,0.0,0.3539,0.0221,0.3143,3.078,0.0,0.050393903282658026
hrv,rus,66.71,4,26,0.1290625269999999,55398,1057,52.41059602649007,0.123916395,0.350038386,0.4173056417375989,0.4,0.4657,0.4457,0.0,0.4214,0.1612,0.4774,3.031,0.3498,0.05406150664650888
hrv,nor,54.77,15,15,0.201526913,34170,1057,32.327341532639544,0.106159434,0.350038386,0.4854195852409835,0.8333,0.4385,0.5095,0.4278,0.5577,0.0701,,3.3,0.1864,0.08764597156855458
hrv,spa,56.84,11,19,0.1960675589999999,31546,1057,29.84484389782403,0.0791871859999999,0.350038386,0.5987288464928247,0.9231,0.4663,0.4391,0.3613,0.4327,0.0638,,3.23,0.0,0.05625689201146822
hrv,kor,17.44,29,1,0.12599164,30426,1057,28.785241248817407,0.294432976,0.350038386,0.0252349674731572,1.0,0.6316,0.5968,0.5,0.5505,0.3201,0.6035,3.285,0.2566,0.10412026247122985
hrv,est,49.07,21,9,0.155250363,23460,1057,22.19489120151372,0.221928097,0.350038386,0.13394813662916,1.0,0.5127,0.5316,,,0.0686,0.5684,3.367,,0.049106613180729286
hrv,pol,59.72,7,23,0.216923996,22646,1057,21.424787133396404,0.223329008,0.350038386,0.1310346559400591,0.5,0.4434,0.4619,0.2952,0.4554,0.031,0.5416,3.154,0.0,0.07521656844943614
hrv,nld,57.21,10,20,0.176192101,19452,1057,18.403027436140015,0.133302703,0.350038386,0.3833800344683232,0.9,0.4824,0.5015,0.4121,0.4766,0.0474,0.6019,3.28,0.0,0.08983925084808642
hrv,por,55.4,14,16,0.170647445,19763,1057,18.69725638599811,0.095460698,0.350038386,0.5289435561542235,0.9333,0.4208,0.4191,0.3125,0.3806,0.0707,0.4909,3.285,0.0,0.05800498656057684
hrv,lat,39.76,23,7,0.032244306,17140,1057,16.21570482497635,0.158874645,0.350038386,0.2982494809016099,0.8333,0.4811,0.4468,0.4544,0.4356,0.021,0.3373,3.309,0.0,0.06093209829834112
hrv,fra,56.06,12,18,0.17329182,16032,1057,15.167455061494795,0.118520741,0.350038386,0.4374584873853859,0.9375,0.5215,0.508,0.4259,0.483,0.0483,0.5245,3.299,0.0,0.079275294203628
hrv,deu,55.82,13,17,0.150771987,14613,1057,13.824976348155156,0.187631727,0.350038386,0.215266435250465,0.8571,0.4788,0.4867,0.3918,0.5062,0.0209,,3.37,0.0,0.07768425026467662
hrv,hin,27.55,28,2,0.106073531,14963,1057,14.156102175969725,0.060393443,0.350038386,0.6847003588652635,0.875,0.4943,0.5133,0.4259,0.5263,0.2264,0.522,3.31,0.4287,0.0978704068485553
hrv,cat,54.53,16,14,0.192911371,14832,1057,14.032166508987702,0.074013319,0.350038386,0.6218214549326658,0.9091,0.4312,0.4031,0.2952,0.3776,0.0471,0.3903,3.242,0.0,0.050850247334222054
hrv,ita,58.39,8,22,0.219696323,13685,1057,12.947019867549669,0.102554534,0.350038386,0.4998761183095817,0.9,0.4829,0.4663,0.2301,0.4263,0.0169,0.5245,3.29,0.0,0.05733302597667711
hrv,eng,52.29,18,12,0.165358697,14545,1057,13.760643330179754,0.0961556319999999,0.350038386,0.5260597279459718,0.9,0.5139,0.5183,0.3498,0.5093,0.0639,0.5792,3.217,0.1864,0.1747549275139526
hrv,fin,46.69,22,8,0.154738548,13581,1057,12.848628192999056,0.302519355,0.350038386,0.0184290864227427,1.0,0.5,0.4825,0.2952,0.448,0.0916,0.5335,3.355,0.0,0.05219605061527999
hrv,bul,63.85,5,25,0.125778384,10022,1057,9.48155156102176,0.201446082,0.350038386,0.1802026976324614,0.4286,0.4164,0.4088,0.0,0.4403,0.0283,,2.988,0.0,0.06460969530989857
hrv,slv,70.94,1,29,0.3753731979999999,9290,1057,8.789025543992432,0.237767323,0.350038386,0.102873691419624,0.1667,0.339,0.3161,0.0,0.3141,0.0082,0.3021,2.996,0.0,0.037169832226680355
hrv,slk,62.9,6,24,0.2100998039999999,9543,1057,9.028382213812677,0.261917468,0.350038386,0.0633762707159947,0.5,,,,,0.0166,,3.25,0.0,0.13162166053537283
hrv,ron,57.69,9,21,0.1750405189999999,8795,1057,8.320719016083254,0.167303215,0.350038386,0.2725291380113261,0.8889,0.4641,0.4379,0.3125,0.439,0.0243,,3.271,0.0,0.05670011754202242
hrv,ara,35.54,25,5,0.079117973,6984,1057,6.607379375591296,0.1033986809999999,0.350038386,0.4964718616549075,1.0,0.5562,0.5536,,,0.124,0.5382,3.383,0.5335,0.06267258187459579
hrv,lav,50.7,20,10,0.145355284,6475,1057,6.125827814569536,0.268650981,0.350038386,0.0540608733591575,0.5,0.3949,0.3898,0.2163,,0.0574,0.4089,3.113,0.0,0.0400623582793358
hrv,heb,30.54,27,3,0.123645824,5725,1057,5.416272469252601,0.117344567,0.350038386,0.4419145993141529,1.0,0.514,0.5605,0.5342,0.5988,0.0909,0.6072,3.38,0.5829,0.06796726087346117
hrv,ukr,66.8,3,27,0.122025079,5090,1057,4.815515610217597,0.31926283,0.350038386,0.0077300173763768,0.5,0.4132,0.3927,0.2301,0.4263,0.0274,0.3217,3.105,0.3498,0.038197410894761696
hrv,ind,38.66,24,6,0.14091956,5036,1057,4.764427625354777,0.197096308,0.350038386,0.1909073405978421,1.0,0.5541,0.5206,0.2952,0.3797,0.3869,0.8021,3.406,0.3776,0.07421720150277755
hrv,dan,54.31,17,13,0.1726094,4947,1057,4.680227057710502,0.203165045,0.350038386,0.1760575292739679,0.8571,0.4448,0.4581,,,0.0493,0.4924,3.295,0.1864,0.04691619383296297
hrv,swe,52.21,19,11,0.1454405869999999,4807,1057,4.547776726584674,0.193727962,0.350038386,0.1994088995936318,0.8571,0.517,0.5474,0.3125,0.566,0.0667,0.6472,3.316,0.1864,0.08591109870575409
hrv,zho,33.22,26,4,0.110978418,4497,1057,4.2544938505203405,0.178585916,0.350038386,0.2399143066954041,1.0,0.6015,0.6336,0.5184,0.5941,0.2901,0.8456,3.283,0.4848,0.1327797768541812
ara,ces,49.71,1,29,0.057564393,114304,680,168.09411764705882,0.091965586,0.231955845,0.3642377820170319,1.0,0.6552,0.5911,,,0.1391,0.4744,3.193,0.5335,0.08265530987428416
ara,rus,41.73,4,26,0.055972262,55398,680,81.46764705882353,0.123916395,0.231955845,0.2169472192813832,1.0,0.6095,0.5822,,,0.1491,0.5352,3.168,0.6591,0.0853277769267331
ara,nor,29.86,20,10,0.067187942,34170,680,50.25,0.106159434,0.231955845,0.2941208823601394,1.0,0.5231,0.5231,,,0.1751,,3.236,0.5574,0.09372668471826862
ara,spa,37.66,8,22,0.068497028,31546,680,46.391176470588235,0.0791871859999999,0.231955845,0.4337683809981438,1.0,0.5145,0.5145,,,0.1725,,3.158,0.5335,0.06485554929966653
ara,kor,6.62,29,1,0.049391452,30426,680,44.74411764705882,0.294432976,0.231955845,0.0725490141004371,1.0,0.7552,0.7008,,,0.2926,0.5685,3.166,0.578,0.10802231708316323
ara,est,21.66,26,4,0.053743278,23460,680,34.5,0.221928097,0.231955845,0.0018689435395625,1.0,0.6714,0.6254,,,0.1526,0.5354,3.246,,0.0661058300679207
ara,pol,34.65,15,15,0.0413246529999999,22646,680,33.30294117647059,0.223329008,0.231955845,0.0013832240879942,1.0,0.5999,0.588,,,0.1368,0.5606,3.27,0.5335,0.1070845316302389
ara,nld,30.07,18,12,0.065666572,19452,680,28.605882352941176,0.133302703,0.231955845,0.1808886018319599,1.0,0.6205,0.6156,,,0.1673,0.5837,3.201,0.5335,0.1010878401298585
ara,por,37.24,10,20,0.068673932,19763,680,29.063235294117646,0.095460698,0.231955845,0.3462771064410333,1.0,0.5265,0.5147,,,0.1826,0.4809,3.217,0.5335,0.07072291547460952
ara,lat,29.9,19,11,0.0,17140,680,25.205882352941178,0.158874645,0.231955845,0.0992660403276888,1.0,0.5948,0.5659,,,0.1307,0.4723,3.248,0.5335,0.060419222314071264
ara,fra,35.77,14,16,0.068426267,16032,680,23.576470588235296,0.118520741,0.231955845,0.2391576656572363,1.0,0.5731,0.5527,,,0.169,0.5122,3.229,0.5335,0.08317305411864018
ara,deu,25.31,22,8,0.056786018,14613,680,21.48970588235294,0.187631727,0.231955845,0.0365148535724775,1.0,0.5757,0.5757,,,0.1426,,3.3,0.5335,0.08866962481986973
ara,hin,12.93,27,3,0.03707897,14963,680,22.00441176470588,0.060393443,0.231955845,0.5470582788288075,1.0,0.6481,0.6437,,,0.1337,0.6156,3.264,0.5303,0.1263548000249567
ara,cat,38.15,7,23,0.055229267,14832,680,21.811764705882354,0.074013319,0.231955845,0.4636470678384878,1.0,0.5687,0.5696,,,0.159,0.5447,3.172,0.5335,0.07374502650720083
ara,ita,37.41,9,21,0.0615270309999999,13685,680,20.125,0.102554534,0.231955845,0.311219435951464,1.0,0.5829,0.5635,,,0.1318,0.5122,3.22,0.5335,0.0671626479458638
ara,eng,27.82,21,9,0.054167846,14545,680,21.389705882352946,0.0961556319999999,0.231955845,0.3427601000313423,1.0,0.5819,0.5978,,,0.1832,0.6156,3.135,0.5574,0.18526865019199423
