Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHICAL,Unnamed: 18,GEOGRAPHIC
lat,ron,35.03,16,14,0.070470513,8795,1260,6.98015873015873,0.167303215,0.365410546,0.2939266328444695,0.4196,0.5322,0.4932,0.3729,0.4057,0.0531,0.3636,0.0437
lat,hrv,39.27,2,28,0.034348165,7832,1260,6.215873015873016,0.216688845,0.365410546,0.1656481285027413,0.8919,0.6289,0.5853,0.4407,0.4322,0.0254,0.4436,0.021
lat,ara,27.11,26,4,0.0,6984,1260,5.542857142857143,0.1033986809999999,0.365410546,0.5141380693901703,1.0,0.5388,0.48,0.3862,0.289,1.0,0.363,0.1307
lat,lav,33.89,19,11,0.019445036,6475,1260,5.138888888888889,0.268650981,0.365410546,0.0701173767880474,0.8337,0.5492,0.4783,0.427,0.3602,0.093,0.3813,0.0764
lat,heb,27.85,25,5,0.0,5725,1260,4.5436507936507935,0.117344567,0.365410546,0.4608634425992694,1.0,0.5062,0.5364,0.427,0.5877,0.1167,0.3268,0.0954
lat,ukr,35.91,8,22,0.000709673,5090,1260,4.03968253968254,0.31926283,0.365410546,0.0159491766426913,0.8718,0.4531,0.4239,0.3277,0.4236,0.0583,0.3491,0.048
lat,ind,31.68,23,7,0.018948265,5036,1260,3.996825396825397,0.197096308,0.365410546,0.2121678405143764,1.0,0.6215,0.5731,0.3729,0.3374,0.5572,0.4087,0.396
lat,dan,33.38,20,10,0.058051238,4947,1260,3.926190476190476,0.203165045,0.365410546,0.1971438216785718,0.8831,0.5453,0.5044,0.3729,0.404,0.0729,0.3567,0.0599
lat,swe,35.14,15,15,0.026328862,4807,1260,3.815079365079365,0.193727962,0.365410546,0.2207447218101908,0.8831,0.5876,0.5752,0.3729,0.5463,0.1009,0.3809,0.0826
lat,zho,22.15,28,2,0.000496771,4497,1260,3.5690476190476192,0.178585916,0.365410546,0.2614003153522926,1.0,0.6002,0.6293,0.5114,0.5982,1.0,0.2037,0.3066
fra,ces,58.03,20,10,0.219161677,114304,416,274.7692307692308,0.091965586,0.327345309,0.5170420341275426,0.9248,0.5632,0.5153,0.4196,0.4713,0.0489,0.2384,0.0403
fra,rus,66.57,11,19,0.135329341,55398,416,133.16826923076923,0.123916395,0.327345309,0.3862007545127091,0.9078,0.5313,0.5248,0.4196,0.5152,0.2382,0.3879,0.1897
fra,nor,70.27,7,23,0.29510978,34170,416,82.13942307692308,0.106159434,0.327345309,0.4565649155254536,0.9176,0.4979,0.528,0.4477,0.5505,0.0715,0.4531,0.0588
fra,spa,80.06,1,29,0.407285429,31546,416,75.83173076923077,0.0791871859999999,0.327345309,0.5747046986611308,0.4601,0.4358,0.506,0.4565,0.5804,0.0438,0.0086,0.0362
fra,kor,23.55,29,1,0.129041916,30426,416,73.13942307692308,0.294432976,0.327345309,0.0101089277734307,1.0,0.7023,0.617,0.5253,0.4804,0.4552,0.3889,0.3381
fra,est,48.0,24,6,0.184131737,23460,416,56.39423076923077,0.221928097,0.327345309,0.103707653715599,0.9638,0.5549,0.5312,0.3776,0.4985,0.093,0.5119,0.0798
fra,pol,55.9,22,8,0.135329341,22646,416,54.4375,0.223329008,0.327345309,0.1009695841396783,0.9176,0.5398,0.5471,0.3333,0.5239,0.063,0.4793,0.0519
fra,nld,66.58,10,20,0.275449102,19452,416,46.75961538461539,0.133302703,0.327345309,0.3513839769224987,0.9386,0.4801,0.4363,0.2817,0.3411,0.0247,0.5065,0.0203
fra,por,80.01,2,28,0.29261477,19763,416,47.50721153846154,0.095460698,0.327345309,0.5018011034868977,0.427,0.4175,0.4084,0.2851,0.3947,0.0411,0.3832,0.0339
fra,lat,47.64,25,5,0.136726547,17140,416,41.20192307692308,0.158874645,0.327345309,0.2648721713539992,0.5533,0.5841,0.5422,0.4161,0.4985,0.0532,0.3602,0.0438
fra,deu,65.88,15,15,0.204091816,14613,416,35.12740384615385,0.187631727,0.327345309,0.1821650306778041,0.9248,0.4718,0.4442,0.2301,0.3886,0.0388,0.1488,0.032
fra,hin,33.18,28,2,0.109381238,14963,416,35.96875,0.060393443,0.327345309,0.6650490516784698,0.9304,0.5914,0.5376,0.2263,0.4618,0.3439,0.2383,0.2657
fra,cat,76.2,4,26,0.40259481,14832,416,35.65384615384615,0.074013319,0.327345309,0.5989186347827036,0.3862,0.4484,0.4435,0.3333,0.4096,0.0343,0.392,0.0284
fra,ita,78.64,3,27,0.320858283,13685,416,32.89663461538461,0.102554534,0.327345309,0.4715684333817519,0.5295,0.448,0.4512,0.3776,0.4379,0.0497,0.1323,0.041
fra,eng,72.79,5,25,0.200598802,14545,416,34.96394230769231,0.0961556319999999,0.327345309,0.4987979191890204,0.9386,0.5686,0.5589,0.3743,0.4753,0.0297,0.1242,0.0246
fra,fin,36.21,27,3,0.176646707,13581,416,32.64663461538461,0.302519355,0.327345309,0.0057517453406776,1.0,0.6218,0.5294,0.3333,0.3996,0.1165,0.5176,0.0952
fra,bul,67.5,9,21,0.126946108,10022,416,24.09134615384616,0.201446082,0.327345309,0.1479223793516128,0.9248,0.5296,0.5201,0.4196,0.4788,0.0927,0.3013,0.076
fra,slv,66.08,13,17,0.188722555,9290,416,22.33173076923077,0.237767323,0.327345309,0.0748842258490774,0.9176,0.5078,0.508,0.4196,0.4688,0.0492,0.1227,0.0406
fra,slk,61.13,18,12,0.135329341,9543,416,22.939903846153847,0.261917468,0.327345309,0.039949646050096,0.9176,0.7451,0.696,0.4788,0.6096,0.062,0.1518,0.0511
fra,ron,71.01,6,24,0.302894212,8795,416,21.141826923076923,0.167303215,0.327345309,0.2390320889081962,0.5804,0.4718,0.4649,0.3333,0.4336,0.0841,0.1263,0.069
fra,hrv,66.05,14,16,0.168662675,7832,416,18.82692307692308,0.216688845,0.327345309,0.114272395942994,0.9304,0.5815,0.5575,0.4601,0.483,0.0586,0.4813,0.0483
fra,ara,49.79,23,7,0.090319361,6984,416,16.78846153846154,0.1033986809999999,0.327345309,0.4680333626468142,1.0,0.5952,0.552,0.4196,0.5,1.0,0.1254,0.169
fra,lav,60.06,19,11,0.15489022,6475,416,15.564903846153848,0.268650981,0.327345309,0.0321499295813702,0.8934,0.5311,0.4866,0.4565,0.4523,0.0895,0.5218,0.0735
fra,heb,56.62,21,9,0.119860279,5725,416,13.76201923076923,0.117344567,0.327345309,0.4115564525532801,1.0,0.4781,0.5153,0.3776,0.6082,0.1678,0.3249,0.1358
fra,ukr,64.3,17,13,0.133632735,5090,416,12.235576923076923,0.31926283,0.327345309,0.0006096448738773,0.9176,0.4915,0.4709,0.3776,0.4596,0.0828,0.3275,0.068
fra,ind,64.34,16,14,0.160279441,5036,416,12.10576923076923,0.197096308,0.327345309,0.1583202834011268,1.0,0.5833,0.5723,0.4161,0.4688,0.5959,0.5126,0.4158
fra,dan,68.62,8,22,0.245409182,4947,416,11.891826923076923,0.203165045,0.327345309,0.1439106431996659,0.9248,0.4484,0.4465,0.4161,0.3789,0.0458,0.093,0.0377
fra,swe,66.32,12,18,0.2004990019999999,4807,416,11.555288461538462,0.193727962,0.327345309,0.1666147499361399,0.9248,0.44,0.4575,0.3333,0.4845,0.0823,0.3923,0.0676
fra,zho,42.02,26,4,0.12245509,4497,416,10.810096153846152,0.178585916,0.327345309,0.2065173539088617,1.0,0.6717,0.638,0.33,0.5726,1.0,0.4726,0.3122
deu,ces,59.93,11,19,0.188386471,114304,977,116.99488229273284,0.091965586,0.329130804,0.5192361636628795,0.8934,0.501,0.5078,0.359,0.4728,0.0117,0.11,0.0097
deu,rus,63.85,5,25,0.137653049,55398,977,56.7021494370522,0.123916395,0.329130804,0.3887573751050374,0.8691,0.4943,0.5165,0.359,0.5184,0.2039,0.2839,0.1639
deu,nor,63.88,4,26,0.246393502,34170,977,34.974411463664275,0.106159434,0.329130804,0.4589455288647805,0.631,0.3288,0.394,0.3931,0.5021,0.0636,0.3696,0.0524
deu,spa,60.95,8,22,0.1839616919999999,31546,977,32.28863868986694,0.0791871859999999,0.329130804,0.5766961376328347,0.9248,0.4029,0.5056,0.4835,0.6393,0.0703,0.15,0.0579
deu,kor,26.77,29,1,0.125166687,30426,977,31.14227226202661,0.294432976,0.329130804,0.0111139264499636,1.0,0.5935,0.5792,0.554,0.5227,0.4258,0.4456,0.3199
deu,est,55.58,21,9,0.157352406,23460,977,24.012282497441145,0.221928097,0.329130804,0.1060899983324238,0.9744,0.4896,0.4815,0.3064,0.5026,0.0691,0.4632,0.0591
deu,pol,57.46,19,11,0.139410838,22646,977,23.17911975435005,0.223329008,0.329130804,0.1033353747019872,0.8831,0.5485,0.5678,0.3548,0.5805,0.0282,0.4394,0.0232
deu,nld,70.1,1,29,0.257546369,19452,977,19.90992835209826,0.133302703,0.329130804,0.3540079079678012,0.5236,0.3979,0.3646,0.2914,0.3086,0.0323,0.4576,0.0268
deu,por,57.98,16,14,0.168505273,19763,977,20.22824974411464,0.095460698,0.329130804,0.5040449289537329,0.9214,0.453,0.4709,0.3931,0.4343,0.0745,0.2761,0.0613
deu,lat,43.4,24,6,0.049339314,17140,977,17.543500511770727,0.158874645,0.329130804,0.2675892125402461,0.8831,0.5634,0.5513,0.439,0.5248,0.0375,0.3981,0.0309
deu,fra,59.28,14,16,0.179233847,16032,977,16.409416581371545,0.118520741,0.329130804,0.4094691384834975,0.9248,0.4718,0.4442,0.2301,0.3886,0.0388,0.1488,0.032
deu,hin,36.94,27,3,0.117468784,14963,977,15.31525076765609,0.060393443,0.329130804,0.6666824685267032,0.9014,0.5483,0.528,0.33,0.5037,0.3051,0.1018,0.2386
deu,cat,57.9,17,13,0.163171293,14832,977,15.181166837256908,0.074013319,0.329130804,0.6008186269092237,0.9176,0.4815,0.4881,0.3548,0.4707,0.0516,0.2835,0.0426
deu,ita,57.81,18,12,0.176385016,13685,977,14.007164790174002,0.102554534,0.329130804,0.4739055388231058,0.9131,0.4697,0.4975,0.4034,0.4819,0.0311,0.083,0.0257
deu,eng,61.41,7,23,0.2029336889999999,14545,977,14.887410440122824,0.0961556319999999,0.329130804,0.5010513316811404,0.6336,0.5393,0.5162,0.3931,0.4364,0.053,0.0335,0.0437
deu,fin,40.89,25,5,0.146017699,13581,977,13.9007164790174,0.302519355,0.329130804,0.0065373236103974,1.0,0.552,0.4801,0.2468,0.4201,0.0976,0.478,0.08
deu,bul,61.84,6,24,0.131955389,10022,977,10.257932446264071,0.201446082,0.329130804,0.1505014933282085,0.8934,0.446,0.4555,0.359,0.5162,0.0566,0.1873,0.0467
deu,slv,64.99,3,27,0.1678991389999999,9290,977,9.508700102354146,0.237767323,0.329130804,0.0770563111936706,0.8831,0.4943,0.487,0.359,0.4255,0.0159,0.0582,0.0131
deu,slk,59.6,12,18,0.126500182,9543,977,9.767656090071648,0.261917468,0.329130804,0.0417036283089906,0.8831,0.7508,0.7149,0.5212,0.6221,0.0232,0.0863,0.0192
deu,ron,57.35,20,10,0.1518972,8795,977,9.002047082906858,0.167303215,0.329130804,0.2417508814674485,0.9078,0.4424,0.4335,0.3548,0.4541,0.0458,0.0533,0.0378
deu,hrv,60.85,9,21,0.147169354,7832,977,8.016376663254862,0.216688845,0.329130804,0.116713137905519,0.9014,0.5085,0.5022,0.4078,0.5062,0.0253,0.4063,0.0209
deu,ara,28.89,28,2,0.0912837919999999,6984,977,7.148413510747186,0.1033986809999999,0.329130804,0.4703808915107395,1.0,0.6323,0.6057,0.4498,0.5522,1.0,0.0543,0.1426
deu,lav,58.82,15,15,0.14159292,6475,977,6.627430910951894,0.268650981,0.329130804,0.0337663378605706,0.8485,0.5057,0.5078,0.4034,0.4779,0.0602,0.5014,0.0497
deu,heb,37.49,26,4,0.124439326,5725,977,5.859774820880245,0.117344567,0.329130804,0.414055355684119,1.0,0.4765,0.4956,0.3064,0.4672,0.1359,0.2262,0.1107
deu,ukr,59.44,13,17,0.130440053,5090,977,5.209825997952917,0.31926283,0.329130804,0.0008989156298112,0.8831,0.4372,0.4657,0.4034,0.4605,0.044,0.2197,0.0363
deu,ind,49.89,22,8,0.157473633,5036,977,5.154554759467758,0.197096308,0.329130804,0.1609302784270628,1.0,0.5727,0.5469,0.439,0.4906,0.5571,0.4616,0.396
deu,dan,60.7,10,20,0.2027518489999999,4947,977,5.06345957011259,0.203165045,0.329130804,0.1464765000665886,0.6667,0.4459,0.4729,0.3548,0.4481,0.0361,0.0776,0.0298
deu,swe,65.16,2,28,0.150927385,4807,977,4.920163766632548,0.193727962,0.329130804,0.1692460332376807,0.6667,0.4087,0.4375,0.2468,0.426,0.0639,0.2861,0.0527
deu,zho,43.79,23,7,0.118741666,4497,977,4.602865916069601,0.178585916,0.329130804,0.2092160336823744,1.0,0.5777,0.5859,0.3445,0.5902,1.0,0.4593,0.2915
hin,ces,22.09,15,15,0.0265594129999999,114304,1684,67.87648456057008,0.091965586,0.150578606,0.1515171011878829,0.9014,0.5738,0.554,0.4196,0.5509,0.2958,0.0281,0.232
hin,rus,21.79,16,14,0.024160316,55398,1684,32.89667458432304,0.123916395,0.150578606,0.031352038045418,0.879,0.5243,0.5623,0.4196,0.6015,0.1618,0.1959,0.1311
hin,nor,20.11,21,9,0.025289303,34170,1684,20.290973871733968,0.106159434,0.150578606,0.0870190570639785,0.8919,0.5371,0.5161,0.5122,0.4505,0.3173,0.3131,0.2472
hin,spa,18.31,24,6,0.026220717,31546,1684,18.732779097387173,0.0791871859999999,0.150578606,0.2247840522183941,0.9304,0.5772,0.5872,0.4565,0.5922,0.3634,0.2405,0.279
hin,kor,32.04,3,27,0.018712955,30426,1684,18.06769596199525,0.294432976,0.150578606,0.9126821866265244,1.0,0.5528,0.5681,0.5879,0.558,0.2488,0.4531,0.1976
hin,est,40.54,1,29,0.023652272,23460,1684,13.931116389548691,0.221928097,0.150578606,0.2245200932488482,0.9724,0.5053,0.5195,0.3776,0.5365,0.2818,0.4156,0.218
hin,pol,22.84,11,19,0.019757268,22646,1684,13.447743467933492,0.223329008,0.150578606,0.2334233246092798,0.8919,0.4973,0.5384,0.3333,0.5925,0.2847,0.3839,0.2239
hin,nld,23.07,10,20,0.025486876,19452,1684,11.551068883610451,0.133302703,0.150578606,0.0131630026664263,0.9196,0.5825,0.5472,0.3661,0.4861,0.3313,0.4001,0.257
hin,por,17.92,26,4,0.025712673,19763,1684,11.735748218527316,0.095460698,0.150578606,0.1339858409957817,0.9273,0.5004,0.501,0.2851,0.477,0.3738,0.1869,0.286
hin,lat,23.93,6,24,0.0,17140,1684,10.178147268408551,0.158874645,0.150578606,0.0030353936794204,0.8919,0.5008,0.5304,0.4161,0.5545,0.3061,0.3964,0.2392
hin,fra,18.79,23,7,0.021112052,16032,1684,9.520190023752969,0.118520741,0.150578606,0.0453255045069052,0.9304,0.5914,0.5376,0.2263,0.4618,0.3439,0.2383,0.2657
hin,deu,26.4,5,25,0.025797347,14613,1684,8.677553444180523,0.187631727,0.150578606,0.0605512404837357,0.9014,0.5483,0.528,0.33,0.5037,0.3051,0.1018,0.2386
hin,cat,20.22,20,10,0.025430426,14832,1684,8.807600950118765,0.074013319,0.150578606,0.2585456796332916,0.9237,0.5043,0.4954,0.3333,0.4535,0.3433,0.1955,0.2653
hin,ita,18.19,25,5,0.025458651,13685,1684,8.126484560570072,0.102554534,0.150578606,0.101716502432437,0.9196,0.5146,0.537,0.3776,0.5418,0.3049,0.1676,0.2384
hin,eng,26.5,4,26,0.025599774,14545,1684,8.637173396674584,0.0961556319999999,0.150578606,0.1306285170413278,0.9196,0.6535,0.6076,0.3743,0.4684,0.3511,0.1233,0.2707
hin,fin,37.12,2,28,0.02514818,13581,1684,8.064726840855107,0.302519355,0.150578606,1.0181739497997502,1.0,0.5733,0.5412,0.4161,0.5129,0.2859,0.4344,0.2248
hin,bul,20.97,19,11,0.023426475,10022,1684,5.951306413301663,0.201446082,0.150578606,0.1141179162815385,0.9014,0.5418,0.548,0.4196,0.5418,0.2548,0.0976,0.202
hin,slv,22.58,12,18,0.023116003,9290,1684,5.516627078384798,0.237767323,0.150578606,0.3352694865768172,0.8919,0.4791,0.5018,0.4196,0.4816,0.2962,0.1304,0.2322
hin,slk,23.27,8,22,0.014338132,9543,1684,5.6668646080760094,0.261917468,0.150578606,0.5467225807696928,0.8919,0.7269,0.6759,0.4788,0.5451,0.2819,0.1609,0.2219
hin,ron,21.05,18,12,0.025289303,8795,1684,5.222684085510688,0.167303215,0.150578606,0.0123363136296055,0.9147,0.5703,0.5412,0.3333,0.489,0.2602,0.1255,0.2059
hin,hrv,22.54,13,17,0.024950607,7832,1684,4.65083135391924,0.216688845,0.150578606,0.1927573334880808,0.9087,0.6119,0.5693,0.4601,0.5263,0.2881,0.3471,0.2264
hin,ara,9.27,29,1,0.01789444,6984,1684,4.147268408551069,0.1033986809999999,0.150578606,0.0981720698614418,1.0,0.6243,0.6071,0.4196,0.5734,1.0,0.1267,0.1337
hin,lav,23.73,7,23,0.02255151,6475,1684,3.84501187648456,0.268650981,0.150578606,0.6148512404523393,0.86,0.5555,0.5439,0.4565,0.5362,0.273,0.4661,0.2155
hin,heb,9.31,28,2,0.023059554,5725,1684,3.3996437054631827,0.117344567,0.150578606,0.0487124200231433,1.0,0.5947,0.5932,0.3776,0.5629,0.2074,0.1455,0.1663
hin,ukr,22.48,14,16,0.023003105,5090,1684,3.022565320665083,0.31926283,0.150578606,1.2549383482087817,0.8919,0.5093,0.5197,0.3776,0.5252,0.2611,0.1314,0.2066
hin,ind,14.57,27,3,0.025176404,5036,1684,2.990498812351544,0.197096308,0.150578606,0.0954355014608093,1.0,0.6578,0.6006,0.4161,0.4816,0.2521,0.4109,0.1999
hin,dan,19.1,22,8,0.022833757,4947,1684,2.937648456057007,0.203165045,0.150578606,0.1219610011506321,0.9014,0.5493,0.5201,0.4161,0.4816,0.3169,0.1593,0.2469
hin,swe,23.18,9,21,0.024470787,4807,1684,2.8545130641330165,0.193727962,0.150578606,0.0821149233853318,0.9014,0.5839,0.5716,0.4161,0.5473,0.2968,0.198,0.2326
hin,zho,21.62,17,13,0.018487158,4497,1684,2.6704275534441804,0.178585916,0.150578606,0.0345952323895544,1.0,0.5773,0.5963,0.4078,0.5786,1.0,0.4187,0.1605
cat,ces,58.64,17,13,0.197989707,114304,1846,61.91982665222102,0.091965586,0.1680080139999999,0.20485754047122,0.9176,0.5184,0.4885,0.2677,0.4663,0.0632,0.1947,0.0521
cat,rus,62.61,11,19,0.113467583,55398,1846,30.00975081256772,0.123916395,0.1680080139999999,0.0688734908479845,0.8989,0.527,0.5053,0.2677,0.4706,0.2546,0.0371,0.202
cat,nor,63.94,8,22,0.233428897,34170,1846,18.510292524377032,0.106159434,0.1680080139999999,0.1355187757710892,0.9097,0.4695,0.5191,0.409,0.5587,0.1031,0.1915,0.0845
cat,spa,85.35,1,29,0.50740907,31546,1846,17.08884073672806,0.0791871859999999,0.1680080139999999,0.2794921654968616,0.2677,0.4348,0.4587,0.3277,0.4565,0.0205,0.394,0.017
cat,kor,21.61,29,1,0.114020241,30426,1846,16.482123510292524,0.294432976,0.1680080139999999,0.5662466782043414,1.0,0.612,0.5941,0.5096,0.5198,0.4773,0.441,0.3515
cat,est,42.66,25,5,0.124814341,23460,1846,12.708559046587215,0.221928097,0.1680080139999999,0.1030009209580452,0.967,0.5299,0.4968,0.1864,0.3964,0.1185,0.2803,0.0996
cat,pol,46.73,22,8,0.135332113,22646,1846,12.267605633802816,0.223329008,0.1680080139999999,0.108422633932986,0.9097,0.4635,0.459,0.0,0.4568,0.0797,0.2535,0.0655
cat,nld,64.89,7,23,0.2203896239999999,19452,1846,10.537378114842904,0.133302703,0.1680080139999999,0.0426709080478115,0.9328,0.472,0.4671,0.2952,0.4234,0.0564,0.2501,0.0466
cat,por,74.48,3,27,0.334772547,19763,1846,10.705850487540628,0.095460698,0.1680080139999999,0.1864587219629473,0.195,0.2567,0.2815,0.1789,0.2848,0.0313,0.0271,0.0259
cat,lat,44.86,23,7,0.0840040069999999,17140,1846,9.284940411700974,0.158874645,0.1680080139999999,0.0029553029812995,0.5,0.4767,0.457,0.2617,0.4251,0.0374,0.3922,0.031
cat,fra,74.61,2,28,0.38445995,16032,1846,8.684723726977248,0.118520741,0.1680080139999999,0.0867614994461357,0.3862,0.4484,0.4435,0.3333,0.4096,0.0343,0.392,0.0284
cat,deu,59.97,14,16,0.144381887,14613,1846,7.916034669555796,0.187631727,0.1680080139999999,0.0136427641406108,0.9176,0.4815,0.4881,0.3548,0.4707,0.0516,0.2835,0.0426
cat,hin,30.97,28,2,0.082363304,14963,1846,8.105633802816902,0.060393443,0.1680080139999999,0.4102817140714079,0.9237,0.5043,0.4954,0.3333,0.4535,0.3433,0.1955,0.2653
cat,ita,74.2,4,26,0.305481676,13685,1846,7.413326110509209,0.102554534,0.1680080139999999,0.1517768333431264,0.4717,0.2827,0.319,0.1864,0.3459,0.0384,0.3286,0.0318
cat,eng,65.23,6,24,0.175745225,14545,1846,7.87919826652221,0.0961556319999999,0.1680080139999999,0.1829036381083169,0.9328,0.5416,0.5302,0.1789,0.4581,0.0638,0.3012,0.0526
cat,fin,32.08,27,3,0.126109634,13581,1846,7.356988082340195,0.302519355,0.1680080139999999,0.6409996738259952,1.0,0.5612,0.5199,0.2617,0.4287,0.145,0.3037,0.118
cat,bul,63.1,10,20,0.108562744,10022,1846,5.429035752979415,0.201446082,0.1680080139999999,0.0396115974603767,0.9176,0.4693,0.4801,0.2677,0.4681,0.0886,0.132,0.0728
cat,slv,58.97,16,14,0.125850575,9290,1846,5.032502708559047,0.237767323,0.1680080139999999,0.1724028114847278,0.9097,0.4251,0.4022,0.2677,0.3295,0.0514,0.3033,0.0425
cat,slk,53.96,19,11,0.127197679,9543,1846,5.169555796316359,0.261917468,0.1680080139999999,0.3124342487797922,0.9097,0.7147,0.695,0.5641,0.6522,0.0705,0.3182,0.058
cat,ron,68.44,5,25,0.289471866,8795,1846,4.764355362946913,0.167303215,0.1680080139999999,1.7598293731392416e-05,0.5319,0.4189,0.4289,0.2617,0.3681,0.0864,0.2998,0.071
cat,hrv,60.69,13,17,0.163966702,7832,1846,4.242686890574214,0.216688845,0.1680080139999999,0.083956817977569,0.9237,0.5658,0.5194,0.3333,0.3776,0.057,0.2025,0.0471
cat,ara,44.03,24,6,0.059341646,6984,1846,3.783315276273023,0.1033986809999999,0.1680080139999999,0.1478871770413047,1.0,0.568,0.5311,0.2677,0.427,1.0,0.3007,0.159
cat,lav,50.83,21,9,0.127750337,6475,1846,3.5075839653304444,0.268650981,0.1680080139999999,0.3588449730804342,0.8831,0.5116,0.4827,0.3277,0.3951,0.1114,0.3469,0.0912
cat,heb,52.1,20,10,0.106265759,5725,1846,3.101300108342362,0.117344567,0.1680080139999999,0.0909346653891854,1.0,0.4887,0.5336,0.427,0.58,0.1523,0.1299,0.1237
cat,ukr,61.48,12,18,0.104262374,5090,1846,2.7573131094257857,0.31926283,0.1680080139999999,0.8105100923813674,0.9097,0.4795,0.4428,0.1864,0.4021,0.0892,0.109,0.0732
cat,ind,56.32,18,12,0.129028358,5036,1846,2.7280606717226434,0.197096308,0.1680080139999999,0.0299761950426921,1.0,0.553,0.515,0.2617,0.3295,0.5946,0.2697,0.4152
cat,dan,63.23,9,21,0.165313806,4947,1846,2.679848320693391,0.203165045,0.1680080139999999,0.0437889354903947,0.9176,0.4633,0.4099,0.2617,0.2607,0.0753,0.3276,0.0619
cat,swe,59.12,15,15,0.144450969,4807,1846,2.604008667388949,0.193727962,0.1680080139999999,0.0234358212120194,0.9176,0.4564,0.4827,0.2617,0.5094,0.1104,0.0171,0.0904
cat,zho,35.9,26,4,0.102604401,4497,1846,2.4360780065005416,0.178585916,0.1680080139999999,0.0039640496192867,1.0,0.5774,0.5948,0.439,0.5706,1.0,0.3171,0.3246
ita,ces,69.28,13,17,0.228664683,114304,482,237.14522821576764,0.091965586,0.330421427,0.5208102525182119,0.9131,0.4841,0.462,0.195,0.4371,0.0391,0.1823,0.0322
ita,rus,70.41,11,19,0.12623596,55398,482,114.93360995850622,0.123916395,0.330421427,0.3905933748347234,0.8934,0.5275,0.4919,0.195,0.4693,0.221,0.3351,0.1768
ita,nor,72.87,7,23,0.228568686,34170,482,70.89211618257261,0.106159434,0.330421427,0.4606541094530622,0.9047,0.4697,0.5547,0.4576,0.639,0.0946,0.3739,0.0776
ita,spa,81.13,2,28,0.376019967,31546,482,65.44813278008299,0.0791871859999999,0.330421427,0.5781243399398716,0.5295,0.4211,0.4564,0.2736,0.5037,0.0588,0.1288,0.0485
ita,kor,24.27,29,1,0.119900163,30426,482,63.12448132780083,0.294432976,0.330421427,0.0118628736204346,1.0,0.6137,0.6189,0.5609,0.5861,0.4465,0.4628,0.3328
ita,est,52.11,23,7,0.153403091,23460,482,48.67219917012448,0.221928097,0.330421427,0.10781263823205,0.9687,0.5434,0.5327,0.2736,0.4805,0.098,0.4669,0.0819
ita,pol,62.64,20,10,0.166842661,22646,482,46.98340248962656,0.223329008,0.330421427,0.1050463706358845,0.9047,0.451,0.4762,0.1864,0.498,0.0537,0.4772,0.0443
ita,nld,70.89,9,21,0.192473841,19452,482,40.35684647302904,0.133302703,0.330421427,0.3558929241405358,0.9291,0.4483,0.4691,0.3455,0.4305,0.0574,0.4827,0.0473
ita,por,80.44,3,27,0.27531919,19763,482,41.00207468879668,0.095460698,0.330421427,0.5056548265729772,0.5032,0.2686,0.2795,0.2566,0.351,0.069,0.3263,0.0568
ita,lat,52.02,24,6,0.1379475859999999,17140,482,35.560165975103736,0.158874645,0.330421427,0.2695434274011327,0.4646,0.4752,0.4653,0.3277,0.4236,0.0064,0.4314,0.0053
ita,fra,82.93,1,29,0.340597101,16032,482,33.261410788381745,0.118520741,0.330421427,0.4112712209302478,0.5295,0.448,0.4512,0.3776,0.4379,0.0497,0.1323,0.041
ita,deu,68.19,15,15,0.19343381,14613,482,30.31742738589212,0.187631727,0.330421427,0.1867486011350093,0.9131,0.4697,0.4975,0.4034,0.4819,0.0311,0.083,0.0257
ita,hin,35.24,27,3,0.097532879,14963,482,31.04356846473029,0.060393443,0.330421427,0.6678534028548968,0.9196,0.5146,0.537,0.3776,0.5418,0.3049,0.1676,0.2384
ita,cat,77.19,4,26,0.310070078,14832,482,30.771784232365142,0.074013319,0.330421427,0.6021810758488804,0.4717,0.2827,0.319,0.1864,0.3459,0.0384,0.3286,0.0318
ita,eng,75.63,6,24,0.2175290389999999,14545,482,30.176348547717843,0.0961556319999999,0.330421427,0.5026681395919032,0.9291,0.5645,0.5536,0.2566,0.5064,0.0748,0.0937,0.0615
ita,fin,34.77,28,2,0.144475377,13581,482,28.176348547717843,0.302519355,0.330421427,0.0071307712559043,1.0,0.5632,0.5414,0.3277,0.4906,0.1272,0.4803,0.1038
ita,bul,72.53,8,22,0.117884228,10022,482,20.79253112033195,0.201446082,0.330421427,0.1523621146224809,0.9131,0.457,0.4846,0.195,0.5052,0.0502,0.2541,0.0413
ita,slv,70.29,12,18,0.212345205,9290,482,19.273858921161825,0.237767323,0.330421427,0.0786308402033698,0.9047,0.4363,0.4553,0.195,0.4312,0.0197,0.1191,0.0163
ita,slk,65.05,18,12,0.168858597,9543,482,19.79875518672199,0.261917468,0.330421427,0.042982823179299,0.9047,0.7199,0.7019,0.5859,0.6792,0.0387,0.0206,0.0319
ita,ron,76.93,5,25,0.289526735,8795,482,18.24688796680498,0.167303215,0.330421427,0.2437072783978777,0.5,0.4182,0.4254,0.1864,0.3812,0.0493,0.1169,0.0406
