Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHICAL,Unnamed: 18,GEOGRAPHIC
slk,ara,40.38,25,5,0.119972367,6984,1061,6.582469368520264,0.1033986809999999,0.464307645,0.6042041009885217,1.0,0.7624,0.7326,0.6082,0.7332,1.0,0.1274,0.1272
slk,lav,55.18,21,9,0.163340497,6475,1061,6.102733270499529,0.268650981,0.464307645,0.1775732812282368,0.6545,0.7527,0.72,0.5859,0.7029,0.0496,0.4953,0.041
slk,heb,37.86,27,3,0.146146761,5725,1061,5.395852968897267,0.117344567,0.464307645,0.5584121442787517,1.0,0.7433,0.72,0.5859,0.7078,0.1186,0.2893,0.0969
slk,ukr,73.02,6,24,0.152978201,5090,1061,4.797360980207351,0.31926283,0.464307645,0.0975871753980592,0.5903,0.7377,0.7139,0.5859,0.6792,0.0208,0.2781,0.0172
slk,ind,48.92,23,7,0.177540682,5036,1061,4.746465598491989,0.197096308,0.464307645,0.3312059201552811,1.0,0.7746,0.7457,0.5641,0.6746,0.5339,0.4601,0.3835
slk,dan,59.64,15,15,0.157813939,4947,1061,4.6625824693685205,0.203165045,0.464307645,0.3163324743365296,0.8831,0.7396,0.719,0.5641,0.6746,0.0477,0.1313,0.0393
slk,swe,57.6,18,12,0.152210623,4807,1061,4.530631479736098,0.193727962,0.464307645,0.3396086146419917,0.8831,0.7377,0.7068,0.5641,0.6221,0.0627,0.3243,0.0516
slk,zho,40.19,26,4,0.152978201,4497,1061,4.238454288407163,0.178585916,0.464307645,0.3786821811808367,1.0,0.7414,0.7211,0.5212,0.6306,1.0,0.4939,0.279
ron,ces,58.58,7,23,0.22941681,114304,729,156.79561042524006,0.091965586,0.352548395,0.5463287292486004,0.9078,0.5141,0.4943,0.2677,0.4494,0.0389,0.1218,0.0321
ron,rus,54.06,13,17,0.144327371,55398,729,75.9917695473251,0.123916395,0.352548395,0.4205683117715694,0.8869,0.5067,0.4972,0.2677,0.4279,0.1729,0.2941,0.1398
ron,nor,51.19,17,13,0.2343788289999999,34170,729,46.8724279835391,0.106159434,0.352548395,0.4884330113714571,0.8989,0.3811,0.4766,0.4878,0.5961,0.0888,0.399,0.0729
ron,spa,61.47,3,27,0.302621906,31546,729,43.27297668038409,0.0791871859999999,0.352548395,0.601223973302968,0.5804,0.3333,0.3983,0.3277,0.5114,0.1069,0.1304,0.0875
ron,kor,12.72,29,1,0.138875276,30426,729,41.73662551440329,0.294432976,0.352548395,0.0271734801605527,1.0,0.6355,0.6071,0.5829,0.5696,0.3995,0.4157,0.3029
ron,est,38.29,25,5,0.163991669,23460,729,32.181069958847736,0.221928097,0.352548395,0.1372725991357709,0.9705,0.517,0.4811,0.3277,0.4618,0.0732,0.4796,0.0596
ron,pol,52.61,15,15,0.16503308,22646,729,31.064471879286693,0.223329008,0.352548395,0.1343438744842952,0.8989,0.5061,0.5095,0.2617,0.4856,0.0365,0.4318,0.0301
ron,nld,50.09,18,12,0.216981132,19452,729,26.68312757201646,0.133302703,0.352548395,0.3867449517171671,0.9248,0.5483,0.4949,0.2952,0.4679,0.0761,0.4614,0.0626
ron,por,60.74,4,26,0.269970595,19763,729,27.10973936899863,0.095460698,0.352548395,0.5317715565113051,0.5582,0.4133,0.4358,0.3141,0.4225,0.115,0.2885,0.094
ron,lat,42.37,24,6,0.0962386669999999,17140,729,23.511659807956104,0.158874645,0.352548395,0.3017894402637757,0.4196,0.5322,0.4932,0.3729,0.4057,0.0531,0.3636,0.0437
ron,fra,62.13,2,28,0.284489096,16032,729,21.991769547325102,0.118520741,0.352548395,0.4406531453458268,0.5804,0.4718,0.4649,0.3333,0.4336,0.0841,0.1263,0.069
ron,deu,48.95,20,10,0.174589561,14613,729,20.045267489711936,0.187631727,0.352548395,0.2188223207109912,0.9078,0.4424,0.4335,0.3548,0.4541,0.0458,0.0533,0.0378
ron,hin,22.07,28,2,0.1234991419999999,14963,729,20.52537722908093,0.060393443,0.352548395,0.6867347439468384,0.9147,0.5703,0.5412,0.3333,0.489,0.2602,0.1255,0.2059
ron,cat,59.34,6,24,0.29980397,14832,729,20.34567901234568,0.074013319,0.352548395,0.6241979008696219,0.5319,0.4189,0.4289,0.2617,0.3681,0.0864,0.2998,0.071
ron,ita,63.47,1,29,0.263722127,13685,729,18.77229080932785,0.102554534,0.352548395,0.5028300271922674,0.5,0.4182,0.4254,0.1864,0.3812,0.0493,0.1169,0.0406
ron,eng,54.57,12,18,0.201298701,14545,729,19.9519890260631,0.0961556319999999,0.352548395,0.5289005776281959,0.9248,0.5927,0.5601,0.3141,0.4997,0.0972,0.0247,0.0797
ron,fin,35.29,26,4,0.168034795,13581,729,18.62962962962963,0.302519355,0.352548395,0.0201375603505539,1.0,0.5133,0.4786,0.3729,0.4795,0.1021,0.4919,0.0836
ron,bul,59.41,5,25,0.136608674,10022,729,13.747599451303156,0.201446082,0.352548395,0.1836981323963765,0.9078,0.3986,0.4171,0.2677,0.4946,0.0171,0.1923,0.0141
ron,slv,58.35,8,22,0.180225435,9290,729,12.743484224965709,0.237767323,0.352548395,0.1059993175888018,0.8989,0.4817,0.4722,0.2677,0.3931,0.0362,0.0056,0.0299
ron,slk,56.84,10,20,0.1617863269999999,9543,729,13.090534979423868,0.261917468,0.352548395,0.0660868969565487,0.8989,0.7508,0.7242,0.5641,0.6611,0.0237,0.1269,0.0196
ron,hrv,56.97,9,21,0.195724087,7832,729,10.743484224965709,0.216688845,0.352548395,0.1485056099266752,0.9147,0.4575,0.4577,0.3333,0.439,0.0294,0.4292,0.0243
ron,ara,46.58,21,9,0.086927224,6984,729,9.580246913580249,0.1033986809999999,0.352548395,0.4994399773546525,1.0,0.5218,0.4923,0.2677,0.4078,1.0,0.0013,0.1087
ron,lav,44.95,22,8,0.154680225,6475,729,8.882030178326474,0.268650981,0.352548395,0.0566317087125493,0.8691,0.5559,0.488,0.3277,0.3415,0.0579999999999999,0.5097,0.0478
ron,heb,43.87,23,7,0.133116883,5725,729,7.8532235939643344,0.117344567,0.352548395,0.4450935365481518,1.0,0.4212,0.488,0.427,0.5456,0.0967,0.2227,0.0792
ron,ukr,56.74,11,19,0.138875276,5090,729,6.982167352537723,0.31926283,0.352548395,0.0089140359795033,0.8989,0.4642,0.4221,0.1864,0.3519,0.0099,0.2231,0.0082
ron,ind,52.0,16,14,0.166074492,5036,729,6.908093278463649,0.197096308,0.352548395,0.1944265770050751,1.0,0.5464,0.5025,0.3729,0.3931,0.5123,0.4765,0.3714
ron,dan,52.62,14,16,0.190762068,4947,729,6.7860082304526745,0.203165045,0.352548395,0.1795423499867508,0.9078,0.4857,0.4773,0.3729,0.3931,0.0702,0.036,0.0577
ron,swe,49.01,19,11,0.184391081,4807,729,6.593964334705076,0.193727962,0.352548395,0.2029435568699906,0.9078,0.49,0.521,0.3729,0.551,0.0778,0.2996,0.0639
ron,zho,27.94,27,3,0.137711345,4497,729,6.168724279835391,0.178585916,0.352548395,0.2434858300033944,1.0,0.6,0.5986,0.439,0.5585,1.0,0.4442,0.2715
hrv,ces,70.42,2,28,0.330845347,114304,1057,108.14001892147589,0.091965586,0.350038386,0.5435670493352902,0.6936,0.5633,0.5214,0.2048,0.3539,0.0267,0.3543,0.0221
hrv,rus,66.71,4,26,0.1290625269999999,55398,1057,52.41059602649007,0.123916395,0.350038386,0.4173056417375989,0.6162,0.5697,0.5511,0.2048,0.4214,0.2005,0.2248,0.1612
hrv,nor,54.77,15,15,0.201526913,34170,1057,32.327341532639544,0.106159434,0.350038386,0.4854195852409835,0.8919,0.492,0.5234,0.47,0.5577,0.0853,0.0683,0.0701
hrv,spa,56.84,11,19,0.1960675589999999,31546,1057,29.84484389782403,0.0791871859999999,0.350038386,0.5987288464928247,0.9304,0.4894,0.4783,0.4054,0.4327,0.0776,0.4806,0.0638
hrv,kor,17.44,29,1,0.12599164,30426,1057,28.785241248817407,0.294432976,0.350038386,0.0252349674731572,1.0,0.6685,0.623,0.5879,0.5505,0.4261,0.4485,0.3201
hrv,est,49.07,21,9,0.155250363,23460,1057,22.19489120151372,0.221928097,0.350038386,0.13394813662916,0.9724,0.5424,0.4849,0.2804,0.3673,0.0822,0.1037,0.0686
hrv,pol,59.72,7,23,0.216923996,22646,1057,21.424787133396404,0.223329008,0.350038386,0.1310346559400591,0.6614,0.5847,0.5632,0.3333,0.4554,0.0375,0.2478,0.031
hrv,nld,57.21,10,20,0.176192101,19452,1057,18.40302743614001,0.133302703,0.350038386,0.3833800344683232,0.9196,0.6249,0.5685,0.4359,0.4766,0.0574,0.168,0.0474
hrv,por,55.4,14,16,0.170647445,19763,1057,18.69725638599811,0.095460698,0.350038386,0.5289435561542235,0.9273,0.5255,0.5042,0.3743,0.3806,0.0861,0.2235,0.0707
hrv,lat,39.76,23,7,0.032244306,17140,1057,16.21570482497635,0.158874645,0.350038386,0.2982494809016099,0.8919,0.6289,0.5853,0.4407,0.4322,0.0254,0.4436,0.021
hrv,fra,56.06,12,18,0.17329182,16032,1057,15.167455061494795,0.118520741,0.350038386,0.4374584873853859,0.9304,0.5815,0.5575,0.4601,0.483,0.0586,0.4813,0.0483
hrv,deu,55.82,13,17,0.150771987,14613,1057,13.824976348155156,0.187631727,0.350038386,0.215266435250465,0.9014,0.5085,0.5022,0.4078,0.5062,0.0253,0.4063,0.0209
hrv,hin,27.55,28,2,0.106073531,14963,1057,14.156102175969725,0.060393443,0.350038386,0.6847003588652635,0.9087,0.6119,0.5693,0.4601,0.5263,0.2881,0.3471,0.2264
hrv,cat,54.53,16,14,0.192911371,14832,1057,14.032166508987702,0.074013319,0.350038386,0.6218214549326658,0.9237,0.5658,0.5194,0.3333,0.3776,0.057,0.2025,0.0471
hrv,ita,58.39,8,22,0.219696323,13685,1057,12.947019867549669,0.102554534,0.350038386,0.4998761183095817,0.9196,0.5703,0.541,0.2804,0.4263,0.0205,0.4159,0.0169
hrv,eng,52.29,18,12,0.165358697,14545,1057,13.760643330179754,0.0961556319999999,0.350038386,0.5260597279459718,0.9196,0.6602,0.613,0.3743,0.5093,0.0777,0.4247,0.0639
hrv,fin,46.69,22,8,0.154738548,13581,1057,12.848628192999056,0.302519355,0.350038386,0.0184290864227427,1.0,0.5669,0.5129,0.3333,0.448,0.1119,0.136,0.0916
hrv,bul,63.85,5,25,0.125778384,10022,1057,9.48155156102176,0.201446082,0.350038386,0.1802026976324614,0.5765,0.455,0.4386,0.2048,0.4403,0.0342,0.3139,0.0283
hrv,slv,70.94,1,29,0.3753731979999999,9290,1057,8.789025543992432,0.237767323,0.350038386,0.102873691419624,0.359,0.5408,0.5051,0.2048,0.3141,0.0099,0.4322,0.0082
hrv,slk,62.9,6,24,0.2100998039999999,9543,1057,9.028382213812677,0.261917468,0.350038386,0.0633762707159947,0.6614,0.8052,0.7736,0.631,0.6885,0.02,0.4036,0.0166
hrv,ron,57.69,9,21,0.1750405189999999,8795,1057,8.320719016083254,0.167303215,0.350038386,0.2725291380113261,0.9147,0.4575,0.4577,0.3333,0.439,0.0294,0.4292,0.0243
hrv,ara,35.54,25,5,0.079117973,6984,1057,6.607379375591296,0.1033986809999999,0.350038386,0.4964718616549075,1.0,0.6528,0.5984,0.3613,0.4077,1.0,0.43,0.124
hrv,lav,50.7,20,10,0.145355284,6475,1057,6.125827814569536,0.268650981,0.350038386,0.0540608733591575,0.7125,0.6113,0.5287,0.2804,0.288,0.0696,0.1978,0.0574
hrv,heb,30.54,27,3,0.123645824,5725,1057,5.416272469252601,0.117344567,0.350038386,0.4419145993141529,1.0,0.5558,0.5981,0.5032,0.5988,0.1111,0.3114,0.0909
hrv,ukr,66.8,3,27,0.122025079,5090,1057,4.815515610217597,0.31926283,0.350038386,0.0077300173763768,0.6614,0.5371,0.5189,0.2804,0.4263,0.0332,0.2961,0.0274
hrv,ind,38.66,24,6,0.14091956,5036,1057,4.764427625354777,0.197096308,0.350038386,0.1909073405978421,1.0,0.5181,0.4711,0.3333,0.3797,0.5402,0.1026,0.3869
hrv,dan,54.31,17,13,0.1726094,4947,1057,4.680227057710502,0.203165045,0.350038386,0.1760575292739679,0.9014,0.6189,0.5378,0.3333,0.3483,0.0599,0.448,0.0493
hrv,swe,52.21,19,11,0.1454405869999999,4807,1057,4.547776726584674,0.193727962,0.350038386,0.1994088995936318,0.9014,0.5945,0.5727,0.3333,0.566,0.0811,0.2102,0.0667
hrv,zho,33.22,26,4,0.110978418,4497,1057,4.2544938505203405,0.178585916,0.350038386,0.2399143066954041,1.0,0.6022,0.6163,0.4949,0.5941,1.0,0.3076,0.2901
ara,ces,49.71,1,29,0.057564393,114304,680,168.09411764705882,0.091965586,0.231955845,0.3642377820170319,1.0,0.6261,0.539,0.2871,0.4511,1.0,0.1229,0.1391
ara,rus,41.73,4,26,0.055972262,55398,680,81.46764705882353,0.123916395,0.231955845,0.2169472192813832,1.0,0.5879,0.5445,0.2871,0.4923,1.0,0.2949,0.1491
ara,nor,29.86,20,10,0.067187942,34170,680,50.25,0.106159434,0.231955845,0.2941208823601394,1.0,0.5728,0.5942,0.5049,0.6012,1.0,0.3998,0.1751
ara,spa,37.66,8,22,0.068497028,31546,680,46.39117647058824,0.0791871859999999,0.231955845,0.4337683809981438,1.0,0.5828,0.5268,0.3433,0.4407,1.0,0.1295,0.1725
ara,kor,6.62,29,1,0.049391452,30426,680,44.74411764705882,0.294432976,0.231955845,0.0725490141004371,1.0,0.7303,0.6423,0.5348,0.4901,1.0,0.4151,0.2926
ara,est,21.66,26,4,0.053743278,23460,680,34.5,0.221928097,0.231955845,0.0018689435395625,0.9744,0.6216,0.5505,0.3433,0.4149,1.0,0.4802,0.1526
ara,pol,34.65,15,15,0.0413246529999999,22646,680,33.30294117647059,0.223329008,0.231955845,0.0013832240879942,1.0,0.5765,0.546,0.2677,0.4588,1.0,0.4321,0.1368
ara,nld,30.07,18,12,0.065666572,19452,680,28.605882352941176,0.133302703,0.231955845,0.1808886018319599,1.0,0.6454,0.5943,0.3918,0.5176,1.0,0.4618,0.1673
ara,por,37.24,10,20,0.068673932,19763,680,29.063235294117646,0.095460698,0.231955845,0.3462771064410333,1.0,0.5211,0.5015,0.319,0.4792,1.0,0.2893,0.1826
ara,lat,29.9,19,11,0.0,17140,680,25.205882352941178,0.158874645,0.231955845,0.0992660403276888,1.0,0.5388,0.48,0.3862,0.289,1.0,0.363,0.1307
ara,fra,35.77,14,16,0.068426267,16032,680,23.576470588235296,0.118520741,0.231955845,0.2391576656572363,1.0,0.5952,0.552,0.4196,0.5,1.0,0.1254,0.169
ara,deu,25.31,22,8,0.056786018,14613,680,21.48970588235294,0.187631727,0.231955845,0.0365148535724775,1.0,0.6323,0.6057,0.4498,0.5522,1.0,0.0543,0.1426
ara,hin,12.93,27,3,0.03707897,14963,680,22.00441176470588,0.060393443,0.231955845,0.5470582788288075,1.0,0.6243,0.6071,0.4196,0.5734,1.0,0.1267,0.1337
ara,cat,38.15,7,23,0.055229267,14832,680,21.81176470588236,0.074013319,0.231955845,0.4636470678384878,1.0,0.568,0.5311,0.2677,0.427,1.0,0.3007,0.159
ara,ita,37.41,9,21,0.0615270309999999,13685,680,20.125,0.102554534,0.231955845,0.311219435951464,1.0,0.5591,0.5068,0.195,0.3971,1.0,0.1172,0.1318
ara,eng,27.82,21,9,0.054167846,14545,680,21.389705882352946,0.0961556319999999,0.231955845,0.3427601000313423,1.0,0.6916,0.6499,0.319,0.5506,1.0,0.0253,0.1832
ara,fin,21.97,25,5,0.053212567,13581,680,19.97205882352941,0.302519355,0.231955845,0.0925443074364039,1.0,0.604,0.5496,0.3862,0.4756,1.0,0.4924,0.1717
ara,bul,36.74,11,19,0.05183272,10022,680,14.738235294117649,0.201446082,0.231955845,0.0173008335069519,1.0,0.6092,0.5849,0.2871,0.5412,1.0,0.1932,0.0979
ara,slv,41.77,3,27,0.059156524,9290,680,13.661764705882351,0.237767323,0.231955845,0.0006277150694258,1.0,0.5528,0.5278,0.2871,0.47,1.0,0.0043,0.1317
ara,slk,36.41,12,18,0.043447495,9543,680,14.033823529411764,0.261917468,0.231955845,0.0166847624915204,1.0,0.7624,0.7326,0.6082,0.7332,1.0,0.1274,0.1272
ara,ron,44.12,2,28,0.055052363,8795,680,12.933823529411764,0.167303215,0.231955845,0.0776893970831035,1.0,0.5218,0.4923,0.2677,0.4078,1.0,0.0013,0.1087
ara,hrv,40.84,6,24,0.0532479479999999,7832,680,11.51764705882353,0.216688845,0.231955845,0.0043320830098846,1.0,0.6528,0.5984,0.3613,0.4077,1.0,0.43,0.124
ara,lav,24.78,24,6,0.052504953,6475,680,9.522058823529411,0.268650981,0.231955845,0.025026859868597,1.0,0.6175,0.5267,0.3433,0.368,1.0,0.51,0.1437
ara,heb,36.26,13,17,0.049745259,5725,680,8.419117647058824,0.117344567,0.231955845,0.2441428832613242,0.5765,0.4722,0.4948,0.5348,0.6074,1.0,0.2234,0.038
ara,ukr,41.21,5,25,0.062022361,5090,680,7.485294117647059,0.31926283,0.231955845,0.1416730815312107,1.0,0.5493,0.482,0.195,0.4299,1.0,0.2238,0.1139
ara,ind,34.44,16,14,0.054415511,5036,680,7.405882352941177,0.197096308,0.231955845,0.0225856496879439,1.0,0.6414,0.5911,0.3862,0.3743,1.0,0.477,0.3053
ara,dan,33.94,17,13,0.047197849,4947,680,7.275,0.203165045,0.231955845,0.0154062458482356,1.0,0.6046,0.5649,0.3862,0.4084,1.0,0.0348,0.1635
ara,swe,25.0,23,7,0.04319983,4807,680,7.069117647058824,0.193727962,0.231955845,0.0271612563792018,1.0,0.6188,0.5902,0.3862,0.5522,1.0,0.3005,0.1632
ara,zho,12.24,28,2,0.0440135859999999,4497,680,6.613235294117647,0.178585916,0.231955845,0.0529398380911445,1.0,0.731,0.7145,0.5273,0.5865,1.0,0.4441,0.2567
lav,ces,50.77,7,23,0.242022159,114304,1228,93.0814332247557,0.091965586,0.378358655,0.5729512363201426,0.6875,0.3937,0.3635,0.195,0.3427,0.0491,0.4674,0.0407
lav,rus,52.62,4,26,0.209381012,55398,1228,45.11237785016287,0.123916395,0.378358655,0.4522422601264165,0.6082,0.4637,0.4249,0.195,0.3836,0.1495,0.3535,0.1216
lav,nor,53.77,2,28,0.251442978,34170,1228,27.8257328990228,0.106159434,0.378358655,0.5175667998422029,0.8337,0.4925,0.5274,0.3695,0.5722,0.0451,0.2494,0.0373
lav,spa,43.11,21,9,0.275194056,31546,1228,25.688925081433226,0.0791871859999999,0.378358655,0.6252202013229272,0.8934,0.5135,0.5077,0.39,0.4834,0.129,0.5212,0.1053
lav,kor,17.37,29,1,0.19850063,30426,1228,24.77687296416938,0.294432976,0.378358655,0.0492019574716862,1.0,0.6631,0.6081,0.6327,0.55,0.3666,0.3462,0.2813
lav,est,57.89,1,29,0.241823127,23460,1228,19.104234527687296,0.221928097,0.378358655,0.1709369076403043,0.9819,0.4988,0.4411,0.2736,0.3212,0.0157,0.0998,0.012
lav,pol,46.29,15,15,0.215617329,22646,1228,18.44136807817589,0.223329008,0.378358655,0.1678889721942701,0.6545,0.534,0.5074,0.3277,0.4492,0.0332,0.2228,0.0275
lav,nld,45.25,18,12,0.223578584,19452,1228,15.840390879478829,0.133302703,0.378358655,0.4194914993343706,0.8767,0.5096,0.515,0.432,0.4907,0.0676,0.1469,0.0558
lav,por,45.77,16,14,0.235454123,19763,1228,16.093648208469055,0.095460698,0.378358655,0.5590520912082644,0.8886,0.4851,0.4588,0.3695,0.4231,0.1301,0.3578,0.1062
lav,lat,30.98,26,4,0.015325416,17140,1228,13.957654723127035,0.158874645,0.378358655,0.3365103501634917,0.8337,0.5492,0.4783,0.427,0.3602,0.093,0.3813,0.0764
lav,fra,44.92,19,11,0.254229417,16032,1228,13.055374592833877,0.118520741,0.378358655,0.4716259533904734,0.8934,0.5311,0.4866,0.4565,0.4523,0.0895,0.5218,0.0735
lav,deu,46.92,14,16,0.227957275,14613,1228,11.899837133550488,0.187631727,0.378358655,0.2541070308031077,0.8485,0.5057,0.5078,0.4034,0.4779,0.0602,0.5014,0.0497
lav,hin,30.0,27,3,0.1752139589999999,14963,1228,12.18485342019544,0.060393443,0.378358655,0.7062392796402414,0.86,0.5555,0.5439,0.4565,0.5362,0.273,0.4661,0.2155
lav,cat,42.55,22,8,0.2582100439999999,14832,1228,12.078175895765472,0.074013319,0.378358655,0.6470322913827672,0.8831,0.5116,0.4827,0.3277,0.3951,0.1114,0.3469,0.0912
lav,ita,45.56,17,13,0.250912227,13685,1228,11.14413680781759,0.102554534,0.378358655,0.5313664819814029,0.8767,0.5125,0.4682,0.2736,0.3891,0.0869,0.5015,0.0714
lav,eng,49.31,8,22,0.232866715,14545,1228,11.844462540716613,0.0961556319999999,0.378358655,0.556308860871996,0.8767,0.6234,0.5987,0.3695,0.5026,0.083,0.5091,0.0683
lav,fin,53.38,3,27,0.2312744639999999,13581,1228,11.05944625407166,0.302519355,0.378358655,0.0401773497520002,1.0,0.5352,0.4815,0.3277,0.4135,0.0442,0.0668,0.0365
lav,bul,49.2,9,21,0.207855105,10022,1228,8.161237785016286,0.201446082,0.378358655,0.218630149550306,0.6875,0.5392,0.51,0.195,0.4576,0.0748,0.4304,0.0616
lav,slv,46.94,12,18,0.250514164,9290,1228,7.56514657980456,0.237767323,0.378358655,0.1380733128661685,0.6545,0.4503,0.43,0.195,0.4007,0.0672,0.5108,0.0554
lav,slk,46.93,13,17,0.219996019,9543,1228,7.771172638436482,0.261917468,0.378358655,0.0947121950747396,0.6545,0.7527,0.72,0.5859,0.7029,0.0496,0.4953,0.041
lav,ron,44.19,20,10,0.258276388,8795,1228,7.162052117263844,0.167303215,0.378358655,0.3111614276535586,0.8691,0.5559,0.488,0.3277,0.3415,0.0579999999999999,0.5097,0.0478
lav,hrv,47.91,10,20,0.255091886,7832,1228,6.37785016286645,0.216688845,0.378358655,0.1825788679267339,0.7125,0.6113,0.5287,0.2804,0.288,0.0696,0.1978,0.0574
lav,ara,27.15,28,2,0.117959265,6984,1228,5.687296416938111,0.1033986809999999,0.378358655,0.528118778612798,1.0,0.6175,0.5267,0.3433,0.368,1.0,0.51,0.1437
lav,heb,32.76,25,5,0.204869634,5725,1228,4.662052117263844,0.117344567,0.378358655,0.4759053108660321,1.0,0.5471,0.5567,0.4816,0.5779,0.1488,0.4144,0.121
lav,ukr,52.05,5,25,0.212963577,5090,1228,4.144951140065147,0.31926283,0.378358655,0.0243953050990854,0.6545,0.4315,0.3979,0.2736,0.3566,0.0481,0.4112,0.0397
lav,ind,38.61,24,6,0.221389239,5036,1228,4.100977198697068,0.197096308,0.378358655,0.2295132971615151,1.0,0.6322,0.575,0.427,0.3358,0.5202,0.1031,0.3761
lav,dan,47.86,11,19,0.226431367,4947,1228,4.028501628664495,0.203165045,0.378358655,0.2144021704267908,0.8485,0.4676,0.4338,0.1864,0.2986,0.0478,0.5167,0.0395
lav,swe,51.54,6,24,0.200026538,4807,1228,3.9144951140065145,0.193727962,0.378358655,0.2381225110737923,0.8485,0.5346,0.5405,0.3277,0.5427,0.0261,0.3476,0.0216
lav,zho,39.95,23,7,0.17348902,4497,1228,3.662052117263844,0.178585916,0.378358655,0.2787822393266828,1.0,0.6186,0.6474,0.4835,0.6124,1.0,0.2347,0.2523
heb,ces,52.64,6,24,0.1262112209999999,114304,491,232.7983706720977,0.091965586,0.263007898,0.4229310162833343,1.0,0.543,0.5394,0.4477,0.5584,0.1331,0.1267,0.1085
heb,rus,52.02,7,23,0.125478381,55398,491,112.82688391038695,0.123916395,0.263007898,0.2796814222468994,1.0,0.4757,0.529,0.4477,0.6156,0.195,0.1034,0.1569
heb,nor,47.54,18,12,0.125559808,34170,491,69.59266802443992,0.106159434,0.263007898,0.3556501198891143,1.0,0.4355,0.5216,0.4576,0.5833,0.1853,0.3032,0.1494
heb,spa,57.48,2,28,0.1262112209999999,31546,491,64.24847250509166,0.0791871859999999,0.263007898,0.488485084252819,1.0,0.4113,0.5013,0.4816,0.6441,0.1696,0.3292,0.1372
heb,kor,15.96,29,1,0.110495888,30426,491,61.9674134419552,0.294432976,0.263007898,0.014276282984688,1.0,0.6567,0.639,0.5609,0.5886,0.4099,0.396,0.3097
heb,est,40.62,23,7,0.123686996,23460,491,47.78004073319756,0.221928097,0.263007898,0.024396025663193,0.9724,0.5335,0.5424,0.39,0.5077,0.1644,0.3702,0.1313
heb,pol,44.85,21,9,0.115300057,22646,491,46.122199592668025,0.223329008,0.263007898,0.0227604816500298,1.0,0.5335,0.5689,0.427,0.6276,0.1332,0.2757,0.1085
heb,nld,48.77,13,17,0.12360557,19452,491,39.617107942973526,0.133302703,0.263007898,0.2432076107181823,1.0,0.5196,0.537,0.432,0.5448,0.1682,0.3137,0.1362
heb,por,50.2,11,19,0.125559808,19763,491,40.25050916496945,0.095460698,0.263007898,0.4058231038778275,1.0,0.4361,0.5,0.4576,0.5958,0.1833,0.1053,0.1479
heb,lat,38.91,24,6,0.0,17140,491,34.908350305498985,0.158874645,0.263007898,0.1567621785184206,1.0,0.5062,0.5364,0.427,0.5877,0.1167,0.3268,0.0954
heb,fra,54.55,3,27,0.120837065,16032,491,32.651731160896134,0.118520741,0.263007898,0.3018011642795696,1.0,0.4781,0.5153,0.3776,0.6082,0.1678,0.3249,0.1358
heb,deu,48.42,14,16,0.125071248,14613,491,29.76171079429736,0.187631727,0.263007898,0.0821354353874717,1.0,0.4765,0.4956,0.3064,0.4672,0.1359,0.2262,0.1107
heb,hin,22.45,28,2,0.113182966,14963,491,30.474541751527497,0.060393443,0.263007898,0.5934761501752145,1.0,0.5947,0.5932,0.3776,0.5629,0.2074,0.1455,0.1663
heb,cat,53.08,4,26,0.125071248,14832,491,30.207739307535643,0.074013319,0.263007898,0.5163701322550666,1.0,0.4887,0.5336,0.427,0.58,0.1523,0.1299,0.1237
heb,ita,57.89,1,29,0.125234101,13685,491,27.87169042769857,0.102554534,0.263007898,0.3721860342840429,1.0,0.4772,0.5326,0.4816,0.6332,0.1187,0.293,0.0969
heb,eng,47.9,16,14,0.12287273,14545,491,29.623217922606926,0.0961556319999999,0.263007898,0.4024636277850275,1.0,0.6058,0.6074,0.4576,0.5549,0.1887,0.2331,0.1521
heb,fin,26.45,27,3,0.123686996,13581,491,27.659877800407333,0.302519355,0.263007898,0.0225688021251871,1.0,0.5044,0.5314,0.427,0.552,0.1898,0.3865,0.1529
heb,bul,51.17,10,20,0.122221317,10022,491,20.41140529531568,0.201446082,0.263007898,0.0547879769474448,1.0,0.4806,0.5411,0.4477,0.6063,0.081,0.0519,0.0665
heb,slv,49.42,12,18,0.120592786,9290,491,18.920570264765782,0.237767323,0.263007898,0.0092100270944856,1.0,0.5121,0.552,0.4477,0.572,0.1209,0.2251,0.0988
heb,slk,46.54,19,11,0.105773146,9543,491,19.435845213849287,0.261917468,0.263007898,1.718929250856428e-05,1.0,0.7433,0.72,0.5859,0.7078,0.1186,0.2893,0.0969
heb,ron,51.39,9,21,0.12336129,8795,491,17.912423625254583,0.167303215,0.263007898,0.1324124427489786,1.0,0.4212,0.488,0.427,0.5456,0.0967,0.2227,0.0792
heb,hrv,47.91,15,15,0.122302744,7832,491,15.95112016293279,0.216688845,0.263007898,0.0310157125131034,1.0,0.5558,0.5981,0.5032,0.5988,0.1111,0.3114,0.0909
heb,ara,38.48,25,5,0.08557935,6984,491,14.224032586558044,0.1033986809999999,0.263007898,0.3682801856948557,0.5765,0.4722,0.4948,0.5348,0.6074,1.0,0.2234,0.038
